"","district","school_number","school","totmem","type","total_from_race","total_white","total_black","total_hispanic","total_asian","free_reduced","per_fr"
"3413","PINELLAS",7361,"NEWPOINT PINELLAS ACADEMY",62,"mid",92,51,18,14,3,24,38.7096774193548
"3414","PINELLAS",7371,"NEWPOINT CHARTER SCHOOL",103,"high",91,66,5,13,1,25,24.2718446601942
"3415","PINELLAS",7381,"PLATO ACADEMY LARGO CHARTER SC",363,"elem",364,246,9,38,38,107,29.4765840220386
"3416","PINELLAS",7481,"PLATO SEMINOLE",320,"elem",360,284,5,39,17,94,29.375
"3417","PINELLAS",7491,"MYCROSCHOOL PINELLAS",264,"high",246,78,136,18,4,129,48.8636363636364
"3418","PINELLAS",7581,"PLATO ACADEMY CHARTER SCHOOL T",253,"elem",320,274,5,20,9,22,8.69565217391304
"3419","PINELLAS",7681,"PLATO ACADEMY OF ST.PETERSBURG",162,"elem",216,152,13,30,12,59,36.4197530864198
"3420","PINELLAS",7731,"ENTERPRISE CHARTER HIGH SCHOOL",410,"high",436,262,90,61,4,164,40
"3421","PINELLAS",8011,"DANIEL ACADEMY",15,NA,NA,NA,NA,NA,NA,0,0
"3422","PINELLAS",8012,"BRITT HALFWAY HOUSE",27,NA,NA,NA,NA,NA,NA,0,0
"3423","PINELLAS",8015,"EWES-ECKERD YOUTH CHALLENGE",60,"high",39,22,15,2,0,0,0
"3424","PINELLAS",8028,"PACE CENTER FOR GIRLS",55,"high",35,16,10,6,0,41,74.5454545454545
"3425","PINELLAS",8031,"PINELLAS JUVENILE DET CTR",64,"high",61,19,40,2,0,42,65.625
"3426","PINELLAS",8033,"AMI KIDS PINELLAS",35,"high",0,0,0,0,0,19,54.2857142857143
"3427","PINELLAS",8060,"PINELLAS COUNTY JAIL",19,"high",13,5,6,1,0,11,57.8947368421053
"3428","POLK",31,"LAKELAND SENIOR HIGH SCHOOL",2033,"high",2139,1118,466,410,36,885,43.531726512543
"3429","POLK",43,"LAWTON CHILES MIDDLE ACADEMY",650,"mid",660,377,104,90,60,158,24.3076923076923
"3430","POLK",51,"SOUTHWEST MIDDLE SCHOOL",899,"mid",853,387,193,220,13,608,67.6307007786429
"3431","POLK",61,"CARLTON PALMORE ELEM. SCHOOL",527,"elem",528,271,133,104,7,335,63.5673624288425
"3432","POLK",81,"CLEVELAND COURT ELEM. SCHOOL",383,"elem",384,206,99,66,4,217,56.6579634464752
"3433","POLK",91,"COMBEE ELEMENTARY SCHOOL",721,"elem",712,312,121,256,3,0,0
"3434","POLK",92,"DORIS A. SANDERS LEARNING CTR",100,"high",35,14,10,9,0,0,0
"3435","POLK",101,"CRYSTAL LAKE ELEMENTARY SCHOOL",557,"elem",600,192,199,179,3,0,0
"3436","POLK",131,"DIXIELAND ELEMENTARY SCHOOL",468,"elem",461,180,102,133,7,0,0
"3437","POLK",151,"PHILIP O'BRIEN ELEMENTARY SCHO",591,"elem",583,235,179,131,5,0,0
"3438","POLK",181,"MEDULLA ELEMENTARY SCHOOL",596,"elem",635,268,122,214,5,0,0
"3439","POLK",191,"R. BRUCE WAGNER ELEMENTARY SCH",862,"elem",817,437,103,243,10,588,68.2134570765661
"3440","POLK",201,"NORTH LAKELAND ELEMENTARY SCHO",671,"elem",750,231,212,273,4,534,79.5827123695976
"3441","POLK",231,"SOUTHWEST ELEMENTARY SCHOOL",429,"elem",479,208,95,133,9,331,77.1561771561772
"3442","POLK",251,"LINCOLN AVENUE ACADEMY",570,"elem",584,317,126,54,77,119,20.8771929824561
"3443","POLK",261,"ROCHELLE SCHOOL OF THE ARTS",813,"elem",824,270,394,123,5,478,58.7945879458795
"3444","POLK",311,"DANIEL JENKINS ACADEMY TECH",506,"mid",498,120,111,235,13,329,65.0197628458498
"3445","POLK",321,"SHELLEY S. BOONE MIDDLE SCHOOL",849,"mid",923,169,181,539,2,729,85.8657243816254
"3446","POLK",331,"ALTA VISTA ELEMENTARY SCHOOL",862,"elem",917,124,187,589,3,0,0
"3447","POLK",341,"SANDHILL ELEMENTARY SCHOOL",807,"elem",868,251,166,415,3,655,81.1648079306072
"3448","POLK",361,"EASTSIDE ELEMENTARY SCHOOL",1152,"elem",1040,91,178,767,0,0,0
"3449","POLK",391,"BETHUNE ACADEMY",463,"elem",461,153,139,154,7,302,65.2267818574514
"3450","POLK",401,"DAVENPORT SCHOOL OF THE ARTS",965,"elem",1086,434,114,479,20,568,58.860103626943
"3451","POLK",421,"DON E WOODS OPPORTUNITY CENTER",135,"mid",123,14,73,30,1,0,0
"3452","POLK",441,"RIDGEVIEW GLOBAL STUDIES ACAD.",850,"elem",853,367,82,362,24,516,60.7058823529412
"3453","POLK",481,"WINTER HAVEN SENIOR HIGH SCHL",1870,"high",1954,860,614,380,27,1000,53.475935828877
"3454","POLK",491,"DENISON MIDDLE SCHOOL",827,"mid",842,335,227,241,12,624,75.453446191052
"3455","POLK",531,"FRANK E. BRIGHAM ACADEMY",528,"elem",527,282,120,68,31,191,36.1742424242424
"3456","POLK",571,"WESTWOOD MIDDLE SCHOOL",846,"mid",821,246,218,322,7,0,0
"3457","POLK",591,"ELBERT ELEMENTARY SCHOOL",576,"elem",638,213,259,122,14,458,79.5138888888889
"3458","POLK",601,"FRED G. GARNER ELEMENTARY SCHL",644,"elem",646,169,305,149,4,0,0
"3459","POLK",611,"INWOOD ELEMENTARY SCHOOL",390,"elem",412,114,180,100,2,0,0
"3460","POLK",621,"LAKE SHIPP ELEMENTARY SCHOOL",546,"elem",550,198,210,114,9,438,80.2197802197802
"3461","POLK",631,"JOHN SNIVELY ELEMENTARY",467,"elem",467,125,95,233,3,0,0
"3462","POLK",651,"LAKE ALFRED ELEMENTARY SCHOOL",553,"elem",549,214,170,140,6,441,79.746835443038
"3463","POLK",661,"KAREN M. SIEGEL ACADEMY",161,"high",106,40,19,42,1,103,63.9751552795031
"3464","POLK",681,"WAHNETA ELEMENTARY SCHOOL",532,"elem",502,88,15,394,1,0,0
"3465","POLK",711,"JEWETT MIDDLE ACADEMY MAGNET",609,"mid",606,314,122,108,33,243,39.9014778325123
"3466","POLK",712,"JEWETT SCHOOL OF THE ARTS",740,"elem",738,329,229,129,17,397,53.6486486486486
"3467","POLK",791,"FT. MEADE MIDDLE/SR. HIGH SCHL",702,"high",737,287,125,297,2,467,66.5242165242165
"3468","POLK",802,"LEWIS ANNA WOODBURY ELEMENTARY",653,"elem",667,222,98,336,2,0,0
"3469","POLK",811,"AUBURNDALE SENIOR HIGH SCHOOL",1666,"high",1641,1009,278,297,4,881,52.8811524609844
"3470","POLK",821,"JERE L. STAMBAUGH MIDDLE",838,"mid",851,467,120,219,5,639,76.2529832935561
"3471","POLK",841,"LENA VISTA ELEMENTARY SCHOOL",847,"elem",861,476,155,193,8,0,0
"3472","POLK",851,"AUBURNDALE CENTRAL ELEMENTARY",444,"elem",454,190,89,154,4,0,0
"3473","POLK",861,"WALTER CALDWELL ELEM. SCHOOL",629,"elem",643,266,159,194,6,0,0
"3474","POLK",881,"POLK CITY ELEMENTARY SCHOOL",464,"elem",471,370,16,74,0,372,80.1724137931034
"3475","POLK",901,"BARTOW SENIOR HIGH SCHOOL",2016,"high",2039,1098,355,423,80,943,46.7757936507937
"3476","POLK",916,"DAVENPORT COMMUNITY CAMPUS",178,"high",303,73,129,91,1,106,59.5505617977528
"3477","POLK",931,"BARTOW MIDDLE SCHOOL",814,"mid",826,391,183,218,5,564,69.2874692874693
"3478","POLK",932,"COMPASS MIDDLE CHARTER SCHOOL",184,"mid",181,48,58,68,0,0,0
"3479","POLK",933,"CHAIN OF LAKES ELEMENTARY SCHO",1017,"elem",1077,525,160,335,36,581,57.1288102261554
"3480","POLK",937,"RIDGE COMMUNITY HIGH SCHOOL",2360,"high",2462,700,455,1191,33,1530,64.8305084745763
"3481","POLK",941,"BARTOW ELEMENTARY ACADEMY",464,"elem",464,290,77,72,13,150,32.3275862068966
"3482","POLK",961,"FLORAL AVENUE ELEMENTARY SCHOO",545,"elem",557,270,113,164,0,430,78.8990825688073
"3483","POLK",962,"JEAN O'DELL LEARNING CENTER",70,"high",26,13,2,10,0,43,61.4285714285714
"3484","POLK",971,"UNION ACADEMY",394,"mid",389,246,58,58,6,131,33.248730964467
"3485","POLK",981,"GIBBONS STREET ELEMENTARY SCHO",310,"elem",325,102,149,65,1,0,0
"3486","POLK",1041,"ALTURAS ELEMENTARY SCHOOL",336,"elem",343,223,25,87,3,292,86.9047619047619
"3487","POLK",1051,"TENOROC HIGH SCHOOL",1132,"high",1170,626,188,292,10,839,74.1166077738516
"3488","POLK",1061,"HIGHLAND CITY ELEMENTARY SCHOO",420,"elem",428,258,51,91,10,268,63.8095238095238
"3489","POLK",1131,"MULBERRY SENIOR HIGH SCHOOL",1001,"high",1056,524,134,352,8,617,61.6383616383616
"3490","POLK",1141,"PURCELL ELEMENTARY SCHOOL",490,"elem",505,234,65,176,1,0,0
"3491","POLK",1151,"KINGSFORD ELEMENTARY SCHOOL",592,"elem",646,190,54,397,0,0,0
"3492","POLK",1161,"MULBERRY MIDDLE SCHOOL",990,"mid",1035,497,93,388,15,664,67.0707070707071
"3493","POLK",1181,"KATHLEEN SENIOR HIGH SCHOOL",2110,"high",2124,924,554,552,17,1262,59.8104265402844
"3494","POLK",1191,"KATHLEEN MIDDLE SCHOOL",807,"mid",764,382,163,179,6,641,79.4299876084263
"3495","POLK",1221,"KATHLEEN ELEMENTARY SCHOOL",499,"elem",555,312,105,114,0,402,80.561122244489
"3496","POLK",1231,"GRIFFIN ELEMENTARY SCHOOL",468,"elem",476,171,181,109,4,0,0
"3497","POLK",1241,"JESSE KEEN ELEMENTARY SCHOOL",655,"elem",644,141,122,359,1,0,0
"3498","POLK",1251,"WINSTON ELEMENTARY SCHOOL",567,NA,NA,NA,NA,NA,NA,0,0
"3499","POLK",1271,"SLEEPY HILL ELEMENTARY SCHOOL",691,"elem",675,229,185,224,16,541,78.2923299565847
"3500","POLK",1281,"HIGHLANDS GROVE ELEMENTARY SCH",703,"elem",731,468,107,109,26,358,50.9246088193457
"3501","POLK",1291,"FROSTPROOF ELEMENTARY SCHOOL",416,"elem",437,191,43,195,0,0,0
"3502","POLK",1341,"MCLAUGHLIN MIDDLE SCHOOL AND F",747,"mid",794,267,235,250,3,578,77.376171352075
"3503","POLK",1351,"POLK AVENUE ELEMENTARY SCHOOL",485,"elem",482,158,99,211,3,0,0
"3504","POLK",1361,"HILLCREST ELEMENTARY SCHOOL",677,"elem",678,349,141,175,2,0,0
"3505","POLK",1362,"HORIZONS ELEMENTARY SCHOOL",939,"elem",1059,268,231,513,16,744,79.2332268370607
"3506","POLK",1371,"SPOOK HILL ELEMENTARY SCHOOL",626,"elem",629,266,174,163,6,0,0
"3507","POLK",1381,"ROOSEVELT ACADEMY",282,"mid",290,146,44,91,0,213,75.531914893617
"3508","POLK",1401,"JANIE HOWARD WILSON SCHOOL",481,"elem",476,174,148,131,7,0,0
"3509","POLK",1421,"DALE R FAIR BABSON PARK ELEM.",451,"elem",457,311,59,67,1,0,0
"3510","POLK",1451,"EDGAR L. PADGETT ELEMENTARY",524,"elem",547,247,134,130,7,419,79.9618320610687
"3511","POLK",1491,"GAUSE ACADEMY OF LEADERSHIP",255,"high",240,95,87,46,0,0,0
"3512","POLK",1501,"CRYSTAL LAKE MIDDLE SCHOOL",1085,"mid",942,368,229,288,9,858,79.0783410138249
"3513","POLK",1521,"OSCAR J. POPE ELEMENTARY SCHOO",482,"elem",487,196,90,181,0,0,0
"3514","POLK",1591,"MAYNARD A. TRAVISS CAREER CENT",272,"high",242,130,45,57,0,0,0
"3515","POLK",1601,"BOK ACADEMY",571,"mid",590,371,71,110,16,247,43.2574430823117
"3516","POLK",1611,"LAUREL ELEMENTARY SCHOOL",663,"elem",809,106,216,459,5,0,0
"3517","POLK",1662,"LAKE ALFRED-ADDAIR MIDDLE SCHO",756,"mid",828,246,229,320,5,614,81.2169312169312
"3518","POLK",1671,"MCKEEL ACADEMY OF TECHNOLOGY",1150,"high",1166,808,104,153,40,130,11.304347826087
"3519","POLK",1681,"SCOTT LAKE ELEMENTARY SCHOOL",761,"elem",771,430,118,168,20,410,53.8764783180026
"3520","POLK",1682,"MCKEEL ELEMENTARY ACADEMY",435,"elem",570,410,68,65,15,73,16.7816091954023
"3521","POLK",1691,"RIDGE CAREER CENTER",141,"high",123,48,16,54,0,48,34.0425531914894
"3522","POLK",1692,"SOUTH MCKEEL ACADEMY",1163,"elem",1164,844,82,156,42,237,20.378331900258
"3523","POLK",1701,"EAGLE LAKE ELEMENTARY SCHOOL",518,"elem",473,223,90,144,3,0,0
"3524","POLK",1702,"PALMETTO ELEMENTARY SCHOOL",751,"elem",779,92,140,519,7,0,0
"3525","POLK",1711,"GARDEN GROVE ELEMENTARY SCHOOL",575,"elem",562,301,133,99,8,408,70.9565217391304
"3526","POLK",1721,"LAKE WALES SENIOR HIGH SCHOOL",1401,"high",1436,698,320,337,23,829,59.1720199857245
"3527","POLK",1731,"PINEWOOD ELEMENTARY SCHOOL",679,"elem",678,258,164,242,0,563,82.9160530191458
"3528","POLK",1751,"JAMES E. STEPHENS ELEM. SCHOOL",377,"elem",358,128,110,105,4,0,0
"3529","POLK",1761,"LAKE GIBSON MIDDLE SCHOOL",1126,"mid",1131,606,212,246,22,772,68.5612788632327
"3530","POLK",1762,"LAKE GIBSON SENIOR HIGH SCHOOL",1795,"high",1834,943,398,393,23,995,55.4317548746518
"3531","POLK",1771,"LAKELAND HIGHLANDS MIDDLE SCHL",1250,"mid",1217,692,208,224,35,585,46.8
"3532","POLK",1781,"DUNDEE ELEMENTARY SCHOOL",424,NA,NA,NA,NA,NA,NA,0,0
"3533","POLK",1791,"HAINES CITY SENIOR HIGH SCHOOL",2371,"high",2418,415,658,1197,70,1555,65.5841417123577
"3534","POLK",1801,"FROSTPROOF MIDDLE/SENIOR HIGH",1020,"high",1051,531,118,360,3,712,69.8039215686274
"3535","POLK",1811,"CLARENCE BOSWELL ELEM. SCHOOL",409,"elem",457,257,77,101,3,0,0
"3536","POLK",1821,"JAMES W. SIKES ELEMENTARY SCHL",895,"elem",865,483,95,254,8,518,57.877094972067
"3537","POLK",1831,"LAKE MARION CREEK ELEMENTARY S",824,NA,NA,NA,NA,NA,NA,0,0
"3538","POLK",1841,"R. CLEM CHURCHWELL ELEMENTARY",586,"elem",627,314,119,163,8,403,68.7713310580205
"3539","POLK",1851,"DR. NE ROBERTS ELEMENTARY SCHO",661,"elem",661,313,141,179,11,478,72.3146747352496
"3540","POLK",1861,"ROSABELLE W. BLAKE ACADEMY",734,"elem",729,272,263,151,10,462,62.9427792915531
"3541","POLK",1881,"WENDELL WATSON ELEMENTARY SCHO",773,"elem",732,458,107,125,10,429,55.4980595084088
"3542","POLK",1891,"VALLEYVIEW ELEMENTARY SCHOOL",743,"elem",726,406,148,118,45,325,43.7415881561238
"3543","POLK",1901,"SOCRUM ELEMENTARY SCHOOL",601,"elem",626,362,135,97,13,0,0
"3544","POLK",1908,"SPESSARD L HOLLAND ELEMENTARY",843,"elem",855,480,151,176,14,440,52.1945432977461
"3545","POLK",1921,"BEN HILL GRIFFIN JR ELEMENTARY",366,"elem",360,154,25,172,0,0,0
"3546","POLK",1931,"GEORGE W. JENKINS SENIOR HIGH",2246,"high",2319,1334,361,459,69,808,35.9750667853963
"3547","POLK",1941,"LOUGHMAN OAKS ELEMENTARY SCHL",1063,"elem",1027,348,158,465,8,812,76.3875823142051
"3548","POLK",1951,"BERKLEY ELEMENTARY SCHOOL",696,"elem",695,583,30,64,10,238,34.1954022988506
"3549","POLK",1961,"DISCOVERY ACADEMY OF LAKE ALFR",1039,"mid",1040,430,175,365,17,756,72.7622714148219
"3550","POLK",1971,"SLEEPY HILL MIDDLE SCHOOL",842,"mid",817,235,237,309,8,659,78.2660332541568
"3551","POLK",1981,"DUNDEE RIDGE MIDDLE SCHOOL",958,NA,NA,NA,NA,NA,NA,761,79.4363256784969
"3552","POLK",1991,"LAKE REGION HIGH SCHOOL",1866,"high",1893,714,429,634,35,1066,57.1275455519828
"3553","POLK",2001,"BILL DUNCAN OPPORTUNITY CENTER",154,"mid",169,50,83,27,0,0,0
"3554","POLK",7001,"POLK VIRTUAL INSTRUCTION PROGR",72,"elem",22,14,1,5,0,33,45.8333333333333
"3555","POLK",7023,"POLK FULL TIME ESCHOOL",17,"elem",47,35,3,6,0,0,0
"3556","POLK",8002,"POLK PRE-COLLEGIATE ACADEMY",81,"high",109,88,4,12,3,10,12.3456790123457
"3557","POLK",8003,"PS LAKELAND GATEWAY TO COLLEGE",46,"high",121,53,41,23,1,22,47.8260869565217
"3558","POLK",8004,"NEW BEGINNINGS HIGH SCHOOL",308,"high",377,81,198,84,0,191,62.012987012987
"3559","POLK",8005,"MAGNOLIA MONTESSORI ACADEMY",72,"elem",92,62,4,15,8,0,0
"3560","POLK",8006,"OUR CHILDRENS MIDDLE ACADEMY",69,NA,NA,NA,NA,NA,NA,0,0
"3561","POLK",8031,"ACHIEVEMENT ACADEMY",157,"pk",157,65,47,40,0,0,0
"3562","POLK",8121,"HARTRIDGE ACADEMY",245,"elem",238,139,22,54,7,148,60.4081632653061
"3563","POLK",8131,"POLK STATE COLLEGE COLLEGIATE",271,"high",281,169,37,45,17,42,15.4981549815498
"3564","POLK",8133,"CHAIN OF LAKES COLLEGIATE HIGH",280,"high",291,191,28,48,10,52,18.5714285714286
"3565","POLK",8140,"LAKELAND MONTESSORI MIDDLE SCH",61,"mid",61,45,4,9,3,13,21.3114754098361
"3566","POLK",8141,"LAKELAND MONTESSORI SCHOOL HOU",77,"elem",60,42,1,14,3,14,18.1818181818182
"3567","POLK",8142,"BERKLEY ACCELERATED MIDDLE SCH",480,"mid",463,333,25,77,6,178,37.0833333333333
"3568","POLK",8143,"OUR CHILDREN'S ACADEMY",205,"elem",201,102,35,60,1,0,0
"3569","POLK",9002,"TRANSITION SCHOOL",46,"high",59,29,17,11,0,10,21.7391304347826
"3570","POLK",9003,"HOSPITAL HOMEBOUND",77,"high",32,20,6,6,0,33,42.8571428571429
"3571","POLK",9004,"WINTER HAVEN PACE",11,"pk",0,0,0,0,0,0,0
"3572","POLK",9203,"B.E.S.T.",22,"elem",0,0,0,0,0,0,0
"3573","POLK",9205,"RIDGE TEEN PARENT PROGRAM",94,"high",51,12,16,19,1,0,0
"3574","POLK",9207,"POLK HALFWAY HOUSE",24,"mid",0,0,0,0,0,24,100
"3575","POLK",9221,"NEW HORIZONS",14,"high",0,0,0,0,0,14,100
"3576","POLK",9224,"AVON PARK YOUTH ACADEMY",79,NA,NA,NA,NA,NA,NA,79,100
"3577","POLK",9225,"PACE CENTER FOR GIRLS",46,"high",10,4,5,1,0,46,100
"3578","POLK",9228,"POLK COUNTY SHERIFF'S CENTRAL",76,"high",11,1,10,0,0,24,31.5789473684211
"3579","POLK",9233,"SHERIFF'S YOUTH VILLA",11,"pk",0,0,0,0,0,0,0
"3580","POLK",9236,"POLK COUNTY SHERIFFS REGIONAL",40,"high",10,6,3,1,0,19,47.5
"3581","POLK",9237,"BARTOW YOUTH ACADEMY",16,"high",0,0,0,0,0,0,0
"3582","POLK",9251,"HAINES CITY HEADSTART CENTER",90,"pk",90,1,42,45,0,0,0
"3583","POLK",9252,"WINTER HAVEN HEAD START",36,"pk",35,0,31,4,0,0,0
"3584","POLK",9255,"ESE COUNTYWIDE",82,"elem",22,8,9,3,0,0,0
"3585","PUTNAM",41,"C. L. OVERTURF JR 6TH GRADE CE",367,"mid",381,200,141,25,2,285,77.6566757493188
"3586","PUTNAM",51,"THE CHILDREN'S READING CENTER",215,"elem",215,120,67,10,4,120,55.8139534883721
"3587","PUTNAM",61,"PUTNAM ACADEMY OF ARTS AND SCI",151,"mid",165,111,44,5,0,102,67.5496688741722
"3588","PUTNAM",71,"PUTNAM EDGE HIGH SCHOOL",53,"high",97,66,18,8,0,37,69.811320754717
"3589","PUTNAM",91,"MELLON ELEMENTARY SCHOOL",489,"elem",400,138,218,27,1,439,89.7750511247444
"3590","PUTNAM",101,"KELLEY SMITH ELEMENTARY SCHOOL",660,"elem",653,391,228,17,3,464,70.3030303030303
"3591","PUTNAM",112,"INTERLACHEN HIGH SCHOOL",731,"high",722,531,79,84,6,510,69.7674418604651
"3592","PUTNAM",113,"C. H. PRICE MIDDLE SCHOOL",590,"mid",568,389,66,77,0,456,77.2881355932203
"3593","PUTNAM",121,"MELROSE ELEMENTARY SCHOOL",384,"elem",392,286,46,33,2,259,67.4479166666667
"3594","PUTNAM",125,"Q.I. ROBERTS JR. - SR. HIGH SC",239,"mid",375,269,39,45,5,166,69.4560669456067
"3595","PUTNAM",151,"JAMES A. LONG ELEMENTARY SCHOO",621,"elem",641,388,213,24,2,471,75.8454106280193
"3596","PUTNAM",171,"ROBERT H. JENKINS, JR. MIDDLE",705,"mid",610,315,246,32,3,509,72.1985815602837
"3597","PUTNAM",201,"INTERLACHEN ELEMENTARY SCHOOL",831,"elem",910,678,34,125,4,685,82.4308062575211
"3598","PUTNAM",211,"BROWNING-PEARCE ELEM. SCHOOL",813,"elem",767,491,153,90,3,645,79.3357933579336
"3599","PUTNAM",231,"GEORGE C. MILLER, JR. INTRM.",429,"elem",443,125,44,257,5,408,95.1048951048951
"3600","PUTNAM",251,"MIDDLETON-BURNEY ELEMENTARY",686,"elem",657,146,73,397,6,627,91.399416909621
"3601","PUTNAM",261,"CRESCENT CITY JR/SR HIGH SCHL",847,"high",827,307,144,350,4,720,85.0059031877214
"3602","PUTNAM",301,"PALATKA HIGH SCHOOL",1313,"high",1258,702,463,54,12,812,61.8431073876618
"3603","PUTNAM",321,"ELEANOR H. MILLER SCHOOL",112,"high",53,19,25,8,0,93,83.0357142857143
"3604","PUTNAM",341,"OCHWILLA ELEMENTARY SCHOOL",433,"elem",346,203,74,44,0,375,86.6050808314088
"3605","PUTNAM",351,"WILLIAM D. MOSELEY ELEMENTARY",419,"elem",494,101,315,50,0,382,91.1694510739857
"3606","PUTNAM",7004,"PUTNAM VIRTUAL FRANCHISE",15,"high",0,0,0,0,0,0,0
"3607","PUTNAM",7023,"PUTNAM VIRTUAL INSTRUCTION(DIS",0,"pk",0,0,0,0,0,0,NA
"3608","ST. JOHNS",11,"ACADEMY FOR BUSINESS AND LEADE",93,"mid",75,54,13,5,1,49,52.6881720430108
"3609","ST. JOHNS",12,"ST. AUGUSTINE PUBLIC MONTESSOR",48,"elem",48,41,0,3,3,0,0
"3610","ST. JOHNS",13,"ST. PAUL SCHOOL OF EXCELLENCE",65,"elem",51,1,49,1,0,60,92.3076923076923
"3611","ST. JOHNS",21,"CROOKSHANK ELEMENTARY SCHOOL",714,"elem",777,488,173,80,5,479,67.0868347338936
"3612","ST. JOHNS",32,"GAINES ALTERNATIVE AT HAMBLEN",60,"high",0,0,0,0,0,34,56.6666666666667
"3613","ST. JOHNS",33,"ST. JOHNS TECHNICAL HIGH SCHOO",181,"mid",224,154,53,9,1,110,60.7734806629834
"3614","ST. JOHNS",61,"ST JOHNS CO TRANSITION PROGRAM",26,"mid",0,0,0,0,0,20,76.9230769230769
"3615","ST. JOHNS",71,"THERAPEUTIC LEARNING CENTER",14,"pk",12,11,1,0,0,0,0
"3616","ST. JOHNS",72,"ST. JOHNS COMMUNITY CAMPUS",14,"high",21,16,3,1,0,0,0
"3617","ST. JOHNS",91,"KETTERLINUS ELEMENTARY SCHOOL",482,"elem",458,371,35,28,4,209,43.3609958506224
"3618","ST. JOHNS",141,"MKY- HEAD START /DPP PK SCHOOL",0,"elem",0,0,0,0,0,0,NA
"3619","ST. JOHNS",161,"R. B. HUNT ELEMENTARY SCHOOL",707,"elem",668,616,16,21,8,168,23.7623762376238
"3620","ST. JOHNS",171,"R J MURRAY MIDDLE SCHOOL",781,"mid",745,508,146,48,15,429,54.9295774647887
"3621","ST. JOHNS",181,"ST. AUGUSTINE HIGH SCHOOL",1715,"high",1734,1292,255,130,25,700,40.8163265306122
"3622","ST. JOHNS",201,"THE WEBSTER SCHOOL",582,"elem",624,383,167,57,4,447,76.8041237113402
"3623","ST. JOHNS",241,"JULINGTON CREEK ELEM. SCHOOL",1068,"elem",1018,787,48,110,44,101,9.45692883895131
"3624","ST. JOHNS",251,"ALLEN D NEASE SENIOR HIGH SCHO",1776,"high",1870,1441,81,178,114,224,12.6126126126126
"3625","ST. JOHNS",261,"W. DOUGLAS HARTLEY ELEMENTARY",687,"elem",716,592,44,50,5,281,40.9024745269287
"3626","ST. JOHNS",301,"SEBASTIAN MIDDLE SCHOOL",629,"mid",626,468,75,52,12,332,52.7821939586645
"3627","ST. JOHNS",311,"ALICE B. LANDRUM MIDDLE SCHOOL",1294,"mid",1149,1004,13,69,46,109,8.42349304482226
"3628","ST. JOHNS",321,"SWITZERLAND POINT MIDDLE SCHOO",1268,"mid",1266,1026,55,82,80,113,8.91167192429022
"3629","ST. JOHNS",331,"OSCEOLA ELEMENTARY SCHOOL",684,"elem",655,390,167,54,9,466,68.1286549707602
"3630","ST. JOHNS",341,"MILL CREEK ELEMENTARY SCHOOL",911,"elem",1010,791,33,115,29,203,22.2832052689352
"3631","ST. JOHNS",351,"PONTE VEDRA PALM VALLEY- RAWLI",1313,"elem",1048,872,6,86,39,126,9.5963442498096
"3632","ST. JOHNS",361,"OTIS A. MASON ELEMENTARY SCHOO",593,"elem",641,484,85,40,9,310,52.2765598650928
"3633","ST. JOHNS",371,"GAMBLE ROGERS MIDDLE SCHOOL",828,"mid",824,661,66,51,16,361,43.5990338164251
"3634","ST. JOHNS",381,"CUNNINGHAM CREEK ELEM. SCHOOL",816,"elem",898,694,50,97,40,86,10.5392156862745
"3635","ST. JOHNS",391,"OCEAN PALMS ELEMENTARY SCHOOL",894,"elem",696,610,11,29,29,97,10.8501118568233
"3636","ST. JOHNS",401,"PEDRO MENENDEZ HIGH SCHOOL",1348,"high",1369,1134,109,72,16,502,37.240356083086
"3637","ST. JOHNS",411,"BARTRAM TRAIL HIGH SCHOOL",1808,"high",1994,1631,129,136,62,125,6.91371681415929
"3638","ST. JOHNS",421,"HASTINGS JUVENILE CORRECTIONAL",114,"high",99,41,48,9,1,0,0
"3639","ST. JOHNS",422,"ST. JOHNS YOUTH ACADEMY",34,NA,NA,NA,NA,NA,NA,0,0
"3640","ST. JOHNS",441,"DURBIN CREEK ELEMENTARY SCHOOL",925,"elem",516,405,17,56,31,56,6.05405405405405
"3641","ST. JOHNS",442,"ST JOHNS COUNTY JUVENILE RESID",42,"high",60,10,40,10,0,0,0
"3642","ST. JOHNS",451,"TIMBERLIN CREEK ELEMENTARY SCH",953,"elem",944,715,25,65,98,67,7.03043022035677
"3643","ST. JOHNS",461,"SOUTH WOODS ELEMENTARY SCHOOL",625,"elem",640,457,124,41,0,499,79.84
"3644","ST. JOHNS",472,"LIBERTY PINES ACADEMY",1367,"elem",1367,1075,46,119,85,103,7.53474762253109
"3645","ST. JOHNS",481,"PACETTI BAY MIDDLE SCHOOL",1042,"mid",1090,857,48,123,37,184,17.658349328215
"3646","ST. JOHNS",482,"WARDS CREEK ELEMENTARY SCHOOL",805,"elem",892,723,27,88,19,136,16.8944099378882
"3647","ST. JOHNS",491,"FRUIT COVE MIDDLE SCHOOL",1327,"mid",1234,1006,45,93,59,87,6.5561416729465
"3648","ST. JOHNS",492,"PONTE VEDRA HIGH SCHOOL",1530,"high",1568,1392,29,85,54,64,4.18300653594771
"3649","ST. JOHNS",493,"CREEKSIDE HIGH SCHOOL",1883,"high",1968,1609,96,163,71,114,6.05416887944769
"3650","ST. JOHNS",501,"HICKORY CREEK ELEMENTARY SCHOO",815,"elem",589,529,12,25,11,57,6.99386503067485
