"","district","school_number","school","totmem","type","total_from_race","total_white","total_black","total_hispanic","total_asian","free_reduced","per_fr"
"3651","ST. JOHNS",511,"PALENCIA ELEMENTARY SCHOOL",595,"elem",678,557,14,67,24,143,24.0336134453782
"3652","ST. JOHNS",3525,"ST. JOHNS COUNTY JAIL (DJJ)",0,NA,NA,NA,NA,NA,NA,0,NA
"3653","ST. JOHNS",7004,"ST. JOHNS VIRTUAL FRANCHISE",110,"high",94,75,3,8,2,0,0
"3654","ST. JOHNS",7023,"ST. JOHNS VIRTUAL INSTRUCTIONA",65,"elem",24,17,0,5,1,0,0
"3655","ST. LUCIE",31,"WHITE CITY ELEMENTARY SCHOOL",557,"elem",554,117,232,192,0,501,89.9461400359066
"3656","ST. LUCIE",40,"WEATHERBEE ELEMENTARY SCHOOL",658,"elem",677,144,214,287,4,601,91.3373860182371
"3657","ST. LUCIE",41,"FAIRLAWN ELEMENTARY SCHOOL",626,"elem",633,286,162,147,16,369,58.9456869009585
"3658","ST. LUCIE",51,"FORT PIERCE MAGNET SCHOOL OF T",476,"elem",426,93,214,100,3,373,78.3613445378151
"3659","ST. LUCIE",61,"LAWNWOOD ELEMENTARY SCHOOL",739,"elem",734,122,342,247,7,627,84.8443843031123
"3660","ST. LUCIE",71,"ST. LUCIE ELEMENTARY SCHOOL",757,"elem",745,54,408,252,2,709,93.6591809775429
"3661","ST. LUCIE",72,"DAN MCCARTY SCHOOL",582,NA,NA,NA,NA,NA,NA,535,91.9243986254295
"3662","ST. LUCIE",81,"FRANCES K. SWEET ELEM. SCHOOL",613,"elem",619,162,337,89,14,408,66.557911908646
"3663","ST. LUCIE",91,"SAVANNA RIDGE ELEMENTARY SCHL",549,"elem",532,224,125,148,5,436,79.4171220400729
"3664","ST. LUCIE",111,"CHESTER A. MOORE ELEMENTARY SC",703,"elem",699,39,487,161,0,613,87.1977240398293
"3665","ST. LUCIE",121,"LINCOLN PARK ACADEMY",1825,"high",1826,921,408,327,93,772,42.3013698630137
"3666","ST. LUCIE",131,"ST. LUCIE WEST K-8 SCHOOL",1410,"elem",1406,565,333,399,33,895,63.4751773049645
"3667","ST. LUCIE",141,"SAMUEL S. GAINES ACADEMY K-8",1173,"elem",1240,150,483,565,4,1034,88.150042625746
"3668","ST. LUCIE",151,"ALLAPATTAH FLATS K-8",944,"elem",983,323,336,264,11,698,73.9406779661017
"3669","ST. LUCIE",161,"FORT PIERCE CENTRAL HIGH SCHOO",2539,"high",2730,939,889,777,41,1671,65.8133123276881
"3670","ST. LUCIE",162,"PERFORMANCE BASED DIPLOMA PROG",174,NA,NA,NA,NA,NA,NA,98,56.3218390804598
"3671","ST. LUCIE",201,"FORT PIERCE WESTWOOD HIGH SCHL",1360,"high",1410,349,724,278,14,986,72.5
"3672","ST. LUCIE",205,"DALE CASSENS EDUCATION COMPLEX",285,"mid",262,48,152,53,1,225,78.9473684210526
"3673","ST. LUCIE",221,"MORNINGSIDE ELEMENTARY SCHOOL",645,"elem",608,338,85,143,18,391,60.6201550387597
"3674","ST. LUCIE",231,"LAKEWOOD PARK ELEM. SCHOOL",702,"elem",697,271,273,119,11,602,85.7549857549858
"3675","ST. LUCIE",241,"FLORESTA ELEMENTARY SCHOOL",633,"elem",622,309,107,169,3,456,72.0379146919431
"3676","ST. LUCIE",251,"BAYSHORE ELEMENTARY SCHOOL",709,"elem",714,265,189,203,13,539,76.0225669957687
"3677","ST. LUCIE",261,"NORTHPORT K-8 SCHOOL",1196,"mid",1234,504,291,344,25,871,72.8260869565217
"3678","ST. LUCIE",271,"WINDMILL POINT ELEM SCHOOL",801,"elem",796,264,187,285,21,546,68.1647940074906
"3679","ST. LUCIE",281,"VILLAGE GREEN ENVIRONMENTAL ST",483,"elem",508,215,112,144,16,331,68.5300207039337
"3680","ST. LUCIE",301,"PORT ST. LUCIE HIGH SCHOOL",1635,"high",1561,764,317,366,32,993,60.7339449541284
"3681","ST. LUCIE",311,"PARKWAY ELEMENTARY SCHOOL",561,"elem",558,208,145,160,7,407,72.5490196078431
"3682","ST. LUCIE",331,"SOUTHPORT MIDDLE SCHOOL",817,"mid",804,340,165,233,21,584,71.4810281517748
"3683","ST. LUCIE",341,"MARIPOSA ELEMENTARY SCHOOL",764,"elem",742,307,146,230,10,566,74.0837696335079
"3684","ST. LUCIE",351,"OAK HAMMOCK K-8 SCHOOL",1483,"elem",1487,540,345,523,23,918,61.9015509103169
"3685","ST. LUCIE",361,"MANATEE ACADEMY K-8",1433,"elem",1564,626,435,421,31,995,69.4347522679693
"3686","ST. LUCIE",371,"FOREST GROVE MIDDLE SCHOOL",881,"mid",863,180,339,311,9,757,85.9250851305335
"3687","ST. LUCIE",381,"RIVERS EDGE ELEMENTARY SCHOOL",699,"elem",676,382,105,148,9,438,62.6609442060086
"3688","ST. LUCIE",391,"SOUTHERN OAKS MIDDLE SCHOOL",950,"mid",901,423,195,231,13,606,63.7894736842105
"3689","ST. LUCIE",401,"ST. LUCIE WEST CENTENNIAL HIGH",2503,"high",2501,1138,546,683,41,1407,56.2125449460647
"3690","ST. LUCIE",411,"TREASURE COAST HIGH SCHOOL",2518,"high",2630,966,774,760,41,1381,54.8451151707705
"3691","ST. LUCIE",421,"WEST GATE K-8 SCHOOL",1223,"elem",1231,525,293,333,23,622,50.8585445625511
"3692","ST. LUCIE",703,"NAU CHARTER SCHOOL",410,"elem",374,162,77,111,4,250,60.9756097560976
"3693","ST. LUCIE",711,"RENAISSANCE CHARTER SCHOOL OF",1279,"elem",1276,560,293,342,22,639,49.9609069585614
"3694","ST. LUCIE",712,"COLLEGE PREP ACADEMY OF THE TR",214,"high",301,128,87,66,9,91,42.5233644859813
"3695","ST. LUCIE",721,"RENAISSANCE CHARTER SCHOOL AT",699,"elem",882,433,133,252,18,308,44.0629470672389
"3696","ST. LUCIE",5001,"ST. LUCIE DETENTION CENTER",36,"high",0,0,0,0,0,12,33.3333333333333
"3697","ST. LUCIE",5003,"DATA HOUSE",15,"high",0,0,0,0,0,0,0
"3698","ST. LUCIE",5005,"ST. LUCIE COUNTY SCHOOL BOARD-",19,"high",0,0,0,0,0,0,0
"3699","ST. LUCIE",5011,"HOMEBOUND PROGRAM",0,"pk",0,0,0,0,0,0,NA
"3700","ST. LUCIE",5031,"PACE CENTER FOR GIRLS, TREASUR",36,"high",0,0,0,0,0,23,63.8888888888889
"3701","ST. LUCIE",7001,"ST. LUCIE VIRTUAL INSTRUCTION",33,"mid",0,0,0,0,0,0,0
"3702","ST. LUCIE",7023,"MOSAIC DIGITAL ACADEMY",126,"elem",121,75,12,27,4,33,26.1904761904762
"3703","SANTA ROSA",21,"CENTRAL SCHOOL",533,"high",556,528,4,4,2,329,61.7260787992495
"3704","SANTA ROSA",41,"BERRYHILL ELEMENTARY SCHOOL",797,"elem",814,683,47,30,4,398,49.9372647427854
"3705","SANTA ROSA",51,"BAGDAD ELEMENTARY SCHOOL",436,"elem",456,338,50,21,3,301,69.0366972477064
"3706","SANTA ROSA",61,"CHUMUCKLA ELEMENTARY SCHOOL",274,"elem",276,258,3,6,1,143,52.1897810218978
"3707","SANTA ROSA",71,"EAST MILTON ELEMENTARY SCHOOL",757,"elem",746,627,32,18,2,630,83.223249669749
"3708","SANTA ROSA",101,"GULF BREEZE ELEMENTARY SCHOOL",726,"elem",714,634,1,27,8,126,17.3553719008264
"3709","SANTA ROSA",102,"GULF BREEZE MIDDLE SCHOOL",900,"mid",885,778,9,42,22,174,19.3333333333333
"3710","SANTA ROSA",103,"GULF BREEZE HIGH SCHOOL",1521,"high",1578,1365,22,77,26,254,16.6995397764629
"3711","SANTA ROSA",131,"T. R. JACKSON PREK CENTER",177,"pk",187,101,38,13,3,174,98.3050847457627
"3712","SANTA ROSA",141,"JAY HIGH SCHOOL",441,"high",453,436,0,5,0,129,29.2517006802721
"3713","SANTA ROSA",142,"JAY ELEMENTARY SCHOOL",474,"elem",492,459,1,6,2,207,43.6708860759494
"3714","SANTA ROSA",151,"MILTON HIGH SCHOOL",1766,"high",1767,1378,176,66,26,892,50.5096262740657
"3715","SANTA ROSA",152,"SANTA ROSA ADULT SCHOOL",152,"high",150,120,14,7,1,87,57.2368421052632
"3716","SANTA ROSA",171,"S. S. DIXON PRIMARY SCHOOL",702,"elem",721,607,17,31,7,291,41.4529914529915
"3717","SANTA ROSA",182,"PACE HIGH SCHOOL",1821,"high",1890,1600,63,88,30,493,27.0730367929709
"3718","SANTA ROSA",191,"W. H. RHODES ELEMENTARY SCHOOL",855,"elem",864,551,134,43,10,665,77.7777777777778
"3719","SANTA ROSA",231,"HOBBS MIDDLE SCHOOL",693,"mid",664,506,61,31,3,385,55.5555555555556
"3720","SANTA ROSA",261,"MARTIN LUTHER KING MIDDLE SCHO",632,"mid",615,458,79,24,7,458,72.4683544303797
"3721","SANTA ROSA",271,"HOLLEY-NAVARRE INTERMEDIATE",782,"elem",815,597,38,75,27,321,41.0485933503836
"3722","SANTA ROSA",272,"HOLLEY-NAVARRE MIDDLE SCHOOL",817,"mid",851,610,49,78,24,300,36.7197062423501
"3723","SANTA ROSA",281,"HOLLEY-NAVARRE PRIMARY",799,"elem",816,591,33,85,15,362,45.3066332916145
"3724","SANTA ROSA",301,"PEA RIDGE ELEMENTARY SCHOOL",740,"elem",762,596,39,41,19,369,49.8648648648649
"3725","SANTA ROSA",302,"AVALON MIDDLE SCHOOL",754,"mid",743,566,42,57,12,389,51.5915119363395
"3726","SANTA ROSA",311,"ORIOLE BEACH ELEMENTARY SCHOOL",806,"elem",808,673,10,61,20,313,38.833746898263
"3727","SANTA ROSA",312,"BENNETT C RUSSELL ELEMENTARY S",877,"elem",799,630,32,47,7,559,63.7400228050171
"3728","SANTA ROSA",321,"LOCKLIN TECHNICAL CENTER",11,"pk",0,0,0,0,0,0,0
"3729","SANTA ROSA",331,"S. S. DIXON INTERMEDIATE SCHOO",730,"elem",754,637,23,36,8,279,38.2191780821918
"3730","SANTA ROSA",332,"THOMAS L SIMS MIDDLE SCHOOL",886,"mid",887,763,24,41,15,280,31.6027088036117
"3731","SANTA ROSA",341,"WEST NAVARRE PRIMARY SCHOOL",836,"elem",846,616,35,99,5,277,33.133971291866
"3732","SANTA ROSA",342,"WEST NAVARRE INTERMEDIATE SCHO",1021,"elem",1031,771,45,120,9,360,35.2595494613124
"3733","SANTA ROSA",351,"NAVARRE HIGH SCHOOL",1923,"high",2029,1475,130,205,42,462,24.0249609984399
"3734","SANTA ROSA",361,"WOODLAWN BEACH MIDDLE SCHOOL",994,"mid",1010,795,48,85,10,293,29.476861167002
"3735","SANTA ROSA",7001,"SANTA ROSA ONLINE VIRTUAL INST",45,"elem",0,0,0,0,0,0,0
"3736","SANTA ROSA",7004,"SANTA ROSA VIRTUAL FRANCHISE",65,"high",28,24,2,1,0,14,21.5384615384615
"3737","SANTA ROSA",8001,"LEARNING ACADEMY OF SANTA ROSA",88,"high",129,96,16,5,1,60,68.1818181818182
"3738","SANTA ROSA",8003,"CAPSTONE ACADEMY MILTON CHARTE",18,"pk",18,13,3,2,0,17,94.4444444444444
"3739","SANTA ROSA",9060,"BERRYHILL ADMIN. COMPLEX",43,"high",21,16,2,1,0,18,41.8604651162791
"3740","SARASOTA",12,"ALTA VISTA ELEMENTARY SCHOOL",637,"elem",635,129,191,274,1,446,70.0156985871272
"3741","SARASOTA",21,"PINE VIEW SCHOOL",2180,"high",2183,1593,16,199,234,242,11.1009174311927
"3742","SARASOTA",31,"SARASOTA MIDDLE SCHOOL",1219,"mid",1270,976,21,165,33,357,29.2863002461034
"3743","SARASOTA",51,"SARASOTA HIGH SCHOOL",2016,"high",2110,1266,201,503,43,944,46.8253968253968
"3744","SARASOTA",71,"BAY HAVEN SCHOOL OF BASICS PLU",596,"elem",591,353,107,83,10,229,38.4228187919463
"3745","SARASOTA",74,"SARASOTA MILITARY ACADEMY",1052,"high",1094,816,55,168,18,325,30.893536121673
"3746","SARASOTA",81,"SUNCOAST SCHOOL FOR INN.STUD.",425,"elem",422,151,71,180,0,298,70.1176470588235
"3747","SARASOTA",83,"SARASOTA SCHL OF ARTS/SCIENCES",754,"mid",750,462,52,187,15,315,41.7771883289125
"3748","SARASOTA",84,"BOOKER MIDDLE SCHOOL",843,"mid",856,214,271,314,9,625,74.1399762752076
"3749","SARASOTA",85,"BOOKER HIGH SCHOOL",1098,"high",1087,356,313,349,12,707,64.3897996357013
"3750","SARASOTA",90,"ISLAND VILLAGE MONTESSORI SCHL",619,"elem",677,537,14,92,7,179,28.9176090468498
"3751","SARASOTA",100,"SARASOTA SUNCOAST ACADEMY",489,"elem",500,400,4,59,14,129,26.3803680981595
"3752","SARASOTA",101,"BRENTWOOD ELEMENTARY SCHOOL",644,"elem",672,384,51,185,12,362,56.2111801242236
"3753","SARASOTA",102,"STUDENT LEADERSHIP ACADEMY",316,"mid",285,226,11,30,4,144,45.5696202531646
"3754","SARASOTA",103,"IMAGINE SCHOOL AT NORTH PORT",1009,"elem",1026,788,46,128,14,483,47.8691774033697
"3755","SARASOTA",106,"IMAGINE SCHOOL AT PALMER RANCH",565,"elem",429,286,12,102,4,195,34.5132743362832
"3756","SARASOTA",110,"SKY ACADEMY",321,"mid",338,286,6,27,6,101,31.4641744548287
"3757","SARASOTA",111,"BROOKSIDE MIDDLE SCHOOL",816,"mid",820,429,104,224,21,499,61.1519607843137
"3758","SARASOTA",113,"SARASOTA ACADEMY OF THE ARTS",203,"elem",207,147,12,36,3,62,30.5418719211823
"3759","SARASOTA",121,"ENGLEWOOD ELEMENTARY SCHOOL",492,"elem",524,415,9,63,6,216,43.9024390243902
"3760","SARASOTA",131,"FRUITVILLE ELEMENTARY SCHOOL",772,"elem",761,426,50,245,4,340,44.0414507772021
"3761","SARASOTA",141,"MCINTOSH MIDDLE SCHOOL",801,"mid",684,374,92,165,20,446,55.6803995006242
"3762","SARASOTA",171,"PHILLIPPI SHORES ELEM. SCHOOL",727,"elem",748,495,55,127,11,280,38.5144429160935
"3763","SARASOTA",181,"RIVERVIEW HIGH SCHOOL",2562,"high",2484,1710,197,402,70,892,34.8165495706479
"3764","SARASOTA",191,"SOUTHSIDE ELEMENTARY SCHOOL",778,"elem",722,584,10,74,12,147,18.8946015424165
"3765","SARASOTA",201,"TUTTLE ELEMENTARY SCHOOL",680,"elem",700,118,95,452,12,473,69.5588235294118
"3766","SARASOTA",211,"VENICE ELEMENTARY SCHOOL",602,"elem",590,474,2,64,13,212,35.2159468438538
"3767","SARASOTA",221,"VENICE SENIOR HIGH SCHOOL",1908,"high",1940,1641,27,155,34,678,35.5345911949685
"3768","SARASOTA",261,"GOCIO ELEMENTARY SCHOOL",698,"elem",667,154,128,344,7,478,68.4813753581662
"3769","SARASOTA",271,"GULF GATE ELEMENTARY SCHOOL",754,"elem",753,507,28,168,20,358,47.4801061007958
"3770","SARASOTA",291,"WILKINSON ELEMENTARY SCHOOL",510,"elem",483,196,73,170,17,316,61.9607843137255
"3771","SARASOTA",293,"OAK PARK SCHOOL",337,"high",332,199,68,50,5,202,59.9406528189911
"3772","SARASOTA",294,"TRIAD",99,"high",101,39,29,24,1,69,69.6969696969697
"3773","SARASOTA",301,"ASHTON ELEMENTARY SCHOOL",834,"elem",894,695,4,143,21,229,27.4580335731415
"3774","SARASOTA",381,"GARDEN ELEMENTARY SCHOOL",610,"elem",645,505,6,76,16,265,43.4426229508197
"3775","SARASOTA",391,"SARASOTA COUNTY TECH INSTITUTE",12,NA,NA,NA,NA,NA,NA,0,0
"3776","SARASOTA",451,"VENICE MIDDLE SCHOOL",547,"mid",543,442,12,53,5,252,46.0694698354662
"3777","SARASOTA",461,"GLENALLEN ELEMENTARY SCHOOL",667,"elem",697,430,72,125,17,416,62.3688155922039
"3778","SARASOTA",471,"LAKEVIEW ELEMENTARY SCHOOL",575,"elem",604,490,4,69,15,192,33.3913043478261
"3779","SARASOTA",491,"TAYLOR RANCH ELEMENTARY SCHOOL",625,"elem",630,513,6,67,14,219,35.04
"3780","SARASOTA",501,"EMMA E. BOOKER ELEMENTARY SCHO",519,"elem",554,33,369,108,2,388,74.7591522157996
"3781","SARASOTA",1211,"LAUREL NOKOMIS SCHOOL",1000,"elem",1015,830,21,88,20,372,37.2
"3782","SARASOTA",1231,"TOLEDO BLADE ELEMENTARY SCHOOL",749,"elem",742,522,48,117,15,364,48.5981308411215
"3783","SARASOTA",1241,"ATWATER ELEMENTARY",733,"elem",715,481,70,120,5,386,52.6603001364257
"3784","SARASOTA",1251,"NORTH PORT HIGH SCHOOL",2261,"high",2318,1606,237,343,18,1339,59.2215833701902
"3785","SARASOTA",1261,"HERON CREEK MIDDLE SCHOOL",874,"mid",863,564,104,138,15,584,66.8192219679634
"3786","SARASOTA",1271,"CRANBERRY ELEMENTARY SCHOOL",760,"elem",791,530,68,119,13,416,54.7368421052632
"3787","SARASOTA",1282,"TATUM RIDGE ELEMENTARY SCHOOL",695,"elem",667,522,4,78,23,148,21.294964028777
"3788","SARASOTA",1291,"WOODLAND MIDDLE SCHOOL",830,"mid",857,592,88,126,11,498,60
"3789","SARASOTA",1311,"OAK PARK SOUTH",47,NA,NA,NA,NA,NA,NA,32,68.0851063829787
"3790","SARASOTA",1321,"CHILDREN FIRST",32,"pk",28,14,8,4,0,0,0
"3791","SARASOTA",1323,"PINNACLE ACADEMY, INC.",0,"pk",0,0,0,0,0,0,NA
"3792","SARASOTA",1324,"THE FLA CENTER FOR CHILD & FAM",10,"pk",15,10,1,3,0,0,0
"3793","SARASOTA",1341,"LAMARQUE ELEMENTARY SCHOOL",878,"elem",805,555,72,135,4,455,51.8223234624146
"3794","SARASOTA",1351,"COMMUNITY HAVEN/ADULTS AND CHI",0,"pk",0,0,0,0,0,0,NA
"3795","SARASOTA",1391,"SUNCOAST POLYTECHNICAL HIGH SC",528,"high",541,393,13,90,17,198,37.5
"3796","SARASOTA",7001,"SARASOTA VIRTUAL INSTRUCTION P",80,"elem",0,0,0,0,0,35,43.75
"3797","SEMINOLE",21,"HAMILTON ELEMENTARY SCHOOL",701,"elem",639,117,352,135,2,656,93.5805991440799
"3798","SEMINOLE",31,"BEAR LAKE ELEMENTARY SCHOOL",1068,"elem",1040,599,100,252,41,503,47.0973782771536
"3799","SEMINOLE",41,"ENGLISH ESTATES ELEM. SCHOOL",765,"elem",829,263,172,322,20,530,69.281045751634
"3800","SEMINOLE",51,"GENEVA ELEMENTARY SCHOOL",543,"elem",551,437,26,58,13,248,45.6721915285451
"3801","SEMINOLE",71,"LAKE MARY HIGH SCHOOL",2707,"high",2774,1626,368,576,110,1010,37.3106760251201
"3802","SEMINOLE",81,"LAKE MARY ELEMENTARY SCHOOL",1002,"elem",1003,535,96,291,51,543,54.1916167664671
"3803","SEMINOLE",101,"MILWEE MIDDLE SCHOOL",1228,"mid",1295,614,241,345,41,765,62.2964169381108
"3804","SEMINOLE",111,"EVANS ELEMENTARY SCHOOL",910,"elem",884,515,73,193,71,314,34.5054945054945
"3805","SEMINOLE",121,"LAYER ELEMENTARY SCHOOL",630,"elem",672,332,111,185,15,370,58.7301587301587
"3806","SEMINOLE",131,"LAWTON ELEMENTARY SCHOOL",809,"elem",779,537,49,126,36,243,30.0370828182942
"3807","SEMINOLE",141,"PINE CREST ELEMENTARY SCHOOL",878,"elem",814,248,297,223,12,772,87.9271070615034
"3808","SEMINOLE",151,"SANFORD MIDDLE SCHOOL",1500,"mid",1565,731,295,251,215,697,46.4666666666667
"3809","SEMINOLE",171,"WALKER ELEMENTARY SCHOOL",671,"elem",668,470,26,106,31,153,22.8017883755589
"3810","SEMINOLE",181,"SEMINOLE HIGH SCHOOL",3070,"high",3110,1333,765,600,286,1386,45.1465798045603
"3811","SEMINOLE",182,"MILLENNIUM MIDDLE SCHOOL",1619,"mid",1571,600,480,385,49,983,60.7164916615195
"3812","SEMINOLE",201,"SOUTH SEMINOLE MIDDLE SCHOOL",1283,"mid",1228,615,153,362,39,772,60.1714731098987
"3813","SEMINOLE",202,"CASSELBERRY ELEMENTARY SCHOOL",676,"elem",724,352,69,241,25,432,63.905325443787
"3814","SEMINOLE",231,"WILSON ELEMENTARY SCHOOL",901,"elem",985,585,137,132,104,279,30.9655937846837
"3815","SEMINOLE",251,"CROOMS ACADEMY/INFO TECHNOLOGY",612,"high",652,358,84,164,32,262,42.8104575163399
"3816","SEMINOLE",271,"GOLDSBORO ELEMENTARY MAGNET",653,"elem",747,239,249,137,83,406,62.1745788667688
"3817","SEMINOLE",281,"HOPPER CENTER",21,"elem",0,0,0,0,0,14,66.6666666666667
"3818","SEMINOLE",291,"JACKSON HEIGHTS MIDDLE SCHOOL",1168,"mid",1219,820,95,219,52,326,27.9109589041096
"3819","SEMINOLE",301,"MIDWAY ELEMENTARY SCHOOL",657,"elem",794,182,358,198,8,517,78.6910197869102
"3820","SEMINOLE",311,"ENDEAVOR SCHOOL",82,"high",47,16,20,6,0,53,64.6341463414634
"3821","SEMINOLE",331,"HIGHLANDS ELEMENTARY SCHOOL",642,"elem",675,380,71,183,11,381,59.3457943925234
"3822","SEMINOLE",361,"RAINBOW ELEMENTARY SCHOOL",716,"elem",723,439,47,154,42,219,30.5865921787709
"3823","SEMINOLE",391,"WINTER SPRINGS ELEMENTARY SCHL",647,"elem",723,353,92,231,15,492,76.0432766615147
"3824","SEMINOLE",401,"SPRING LAKE ELEMENTARY SCHOOL",680,"elem",706,179,120,347,23,499,73.3823529411765
"3825","SEMINOLE",421,"OVIEDO HIGH SCHOOL",2354,"high",2478,1669,220,421,75,706,29.9915038232795
"3826","SEMINOLE",431,"LYMAN HIGH SCHOOL",2489,"high",2675,1440,457,621,68,1144,45.9622338288469
"3827","SEMINOLE",441,"CARILLON ELEMENTARY SCHOOL",880,"elem",952,599,55,201,62,231,26.25
"3828","SEMINOLE",491,"LAKE BRANTLEY HIGH SCHOOL",2651,"high",2727,1565,275,719,90,919,34.6661637118069
"3829","SEMINOLE",501,"TEAGUE MIDDLE SCHOOL",1373,"mid",1332,673,172,377,52,677,49.3080844865259
"3830","SEMINOLE",502,"FOREST CITY ELEMENTARY SCHOOL",941,"elem",927,358,142,355,23,613,65.1434643995749
"3831","SEMINOLE",511,"RED BUG ELEMENTARY SCHOOL",802,"elem",827,481,66,219,31,307,38.2793017456359
"3832","SEMINOLE",521,"IDYLLWILDE ELEMENTARY SCHOOL",837,"elem",813,202,331,217,21,642,76.7025089605735
"3833","SEMINOLE",531,"EASTBROOK ELEMENTARY SCHOOL",786,"elem",808,384,78,287,26,428,54.4529262086514
"3834","SEMINOLE",541,"TUSKAWILLA MIDDLE SCHOOL",1144,"mid",1080,585,94,299,53,564,49.3006993006993
"3835","SEMINOLE",551,"LAKE HOWELL HIGH SCHOOL",2159,"high",2229,1138,209,733,77,913,42.2880963408986
"3836","SEMINOLE",561,"ALTAMONTE ELEMENTARY SCHOOL",787,"elem",813,321,167,270,14,533,67.725540025413
"3837","SEMINOLE",571,"JOURNEYS ACADEMY",215,"high",174,52,79,37,0,167,77.6744186046512
"3838","SEMINOLE",581,"SABAL POINT ELEMENTARY SCHOOL",868,"elem",880,605,43,168,26,287,33.0645161290323
"3839","SEMINOLE",591,"WOODLANDS ELEMENTARY SCHOOL",835,"elem",860,572,51,149,51,255,30.5389221556886
"3840","SEMINOLE",601,"LAKE ORIENTA ELEMENTARY SCHOOL",741,"elem",770,253,174,291,9,535,72.1997300944669
"3841","SEMINOLE",611,"STERLING PARK ELEMENTARY SCHL",803,"elem",817,421,74,253,26,458,57.0361145703611
"3842","SEMINOLE",621,"ROCK LAKE MIDDLE SCHOOL",942,"mid",877,614,51,160,21,322,34.1825902335456
"3843","SEMINOLE",651,"WEKIVA ELEMENTARY SCHOOL",737,"elem",789,526,35,166,29,224,30.393487109905
"3844","SEMINOLE",661,"KEETH ELEMENTARY SCHOOL",618,"elem",689,495,27,127,20,172,27.831715210356
"3845","SEMINOLE",671,"GREENWOOD LAKES MIDDLE SCHOOL",992,"mid",1020,514,192,253,32,598,60.2822580645161
"3846","SEMINOLE",681,"STENSTROM ELEMENTARY SCHOOL",569,"elem",571,320,60,143,23,186,32.688927943761
"3847","SEMINOLE",691,"HEATHROW ELEMENTARY SCHOOL",902,"elem",857,566,45,115,108,101,11.1973392461197
"3848","SEMINOLE",701,"PARTIN ELEMENTARY SCHOOL",805,"elem",787,520,53,127,65,158,19.6273291925466
"3849","SEMINOLE",711,"INDIAN TRAILS MIDDLE SCHOOL",1049,"mid",1090,706,94,230,26,445,42.4213536701621
"3850","SEMINOLE",721,"CHILES MIDDLE SCHOOL",1250,"mid",1239,903,62,193,53,343,27.44
"3851","SEMINOLE",731,"MARKHAM WOODS MIDDLE SCHOOL",1120,"mid",1164,596,256,206,70,478,42.6785714285714
"3852","SEMINOLE",801,"BENTLEY ELEMENTARY SCHOOL",965,"elem",977,380,208,282,52,534,55.3367875647668
"3853","SEMINOLE",811,"WICKLOW ELEMENTARY SCHOOL",731,"elem",673,199,183,250,13,590,80.7113543091655
"3854","SEMINOLE",821,"CRYSTAL LAKE ELEMENTARY SCHOOL",746,"elem",749,370,88,209,48,319,42.7613941018767
"3855","SEMINOLE",911,"WINTER SPRINGS HIGH SCHOOL",2266,"high",2383,1338,366,571,38,1054,46.513680494263
"3856","SEMINOLE",931,"HAGERTY HIGH SCHOOL",2249,"high",2219,1580,132,368,79,473,21.0315695864829
"3857","SEMINOLE",7004,"SEMINOLE COUNTY VIRTUAL FRANCH",203,"high",158,93,8,42,7,41,20.1970443349754
"3858","SEMINOLE",7023,"SEMINOLE ACADEMY OF DIGITAL LE",57,"elem",0,0,0,0,0,0,0
"3859","SEMINOLE",9207,"HOSPITAL HOMEBOUND PROGRAM",45,"high",0,0,0,0,0,14,31.1111111111111
"3860","SEMINOLE",9215,"BOYS TOWN",12,"mid",0,0,0,0,0,0,0
"3861","SEMINOLE",9218,"TAPP CHILDCARE CENTER",13,"pk",0,0,0,0,0,0,0
"3862","SEMINOLE",9224,"SCPS CONSEQUENCE UNIT",39,"high",34,3,23,7,0,22,56.4102564102564
"3863","SEMINOLE",9225,"JOHN POLK ALTERNATIVE SCHOOL",0,NA,NA,NA,NA,NA,NA,0,NA
"3864","SEMINOLE",9228,"UCP SEMINOLE CHILD DEVELOPMENT",59,"pk",69,37,10,18,1,28,47.4576271186441
"3865","SEMINOLE",9229,"CHOICES IN LEARNING CHARTER",681,"elem",677,401,44,158,31,193,28.3406754772394
"3866","SEMINOLE",9233,"GALILEO SCHOOL FOR GIFTED LEAR",223,"elem",270,172,14,38,29,38,17.0403587443946
"3867","SEMINOLE",9234,"SEMINOLE COUNTY DETENTION CENT",24,"high",0,0,0,0,0,0,0
"3868","SEMINOLE",9235,"SCPS EARLY LEARNING COALITION",36,"pk",40,11,25,3,0,0,0
"3869","SUMTER",31,"BUSHNELL ELEMENTARY SCHOOL",775,"elem",753,504,91,116,5,512,66.0645161290323
"3870","SUMTER",42,"SOUTH SUMTER MIDDLE SCHOOL",829,"mid",797,589,59,132,3,580,69.9638118214717
"3871","SUMTER",51,"WEBSTER ELEMENTARY SCHOOL",724,"elem",599,393,55,124,3,601,83.0110497237569
"3872","SUMTER",102,"WILDWOOD ELEMENTARY SCHOOL",859,"elem",777,279,348,105,3,747,86.9615832363213
"3873","SUMTER",161,"WILDWOOD MIDDLE/HIGH SCHOOL",738,"high",722,347,257,79,7,571,77.3712737127371
"3874","SUMTER",171,"SOUTH SUMTER HIGH SCHOOL",1054,"high",1053,777,82,153,8,674,63.9468690702087
"3875","SUMTER",181,"LAKE PANASOFFKEE ELEM. SCHOOL",578,"elem",540,443,36,33,3,420,72.6643598615917
"3876","SUMTER",2001,"VILLAGES CHARTER SCHOOL",2674,"elem",2975,2275,110,350,135,725,27.1129394166043
