Lunch Status,,,,,,,,
"School Year 2013-14, Survey 2 Data, Final (as of 05/11/14)",,,,,,,,
DISTRICT/SCHOOL TOTALS,,,,,,,,
An asterisk (*) replaces data when the cohort is fewer than ten students. A blank cell indicates no students in the cohort.,,,,,,,,
, ,,,,,,,
District Number,District Name,School Number,School Name,Total Members,#Free ,#Reduced Priced  ,#Provision 2,#Direct Cert
50,PALM BEACH,4002,RENAISSANCE CHARTER SCHOOL AT,612,388,16,,
50,PALM BEACH,4010,BELLE GLADE EXCEL CHARTER SCHO,116,112,*,,
50,PALM BEACH,4012,SOMERSET ACADEMY CANYONS MIDDL,556,102,13,,
50,PALM BEACH,4013,SOMERSET ACADEMY CANYONS HIGH,115,22,*,,
50,PALM BEACH,4020,FRANKLIN ACADEMY CHARTER SCHOO,"1,130",383,28,,
50,PALM BEACH,4037,LEARNING PATH ACADEMY,118,103,*,,
50,PALM BEACH,4040,FLORIDA VIRTUAL ACADEMY AT PAL,107,52,*,,
50,PALM BEACH,4041,SOMERSET ACADEMY BOCA MIDDLE S,24,*,,,
50,PALM BEACH,7001,PALM BEACH VIRTUAL INSTRUCTION,68,30,,,
50,PALM BEACH,7004,PALM BEACH VIRTUAL FRANCHISE,96,17,*,,
50,PALM BEACH,7079,K-8 FLVA VIRTUAL SCHOOL CONTIN,*,,,,
50,PALM BEACH,9034,EXCEPTIONAL PROG PRE-K,94,53,,,
51,PASCO,9999,DISTRICT RECORD,"68,103","30,971","4,930",,
51,PASCO,0021,RODNEY B. COX ELEMENTARY SCHL,449,431,*,,
51,PASCO,0031,PASCO HIGH SCHOOL,"1,483",823,127,,
51,PASCO,0032,TRINITY ELEMENTARY SCHOOL,565,63,11,,
51,PASCO,0057,SEVEN SPRINGS MIDDLE SCHOOL,"1,389",289,81,,
51,PASCO,0059,DENHAM OAKS ELEMENTARY SCHOOL,730,195,51,,
51,PASCO,0060,"CHESTER W. TAYLOR, JR. ELEMENT",539,395,38,,
51,PASCO,0061,PASCO ELEMENTARY SCHOOL,679,561,39,,
51,PASCO,0063,WESLEY CHAPEL HIGH SCHOOL,"1,537",557,116,,
51,PASCO,0065,JAMES M. MARLOWE ELEM. SCHOOL,417,312,36,,
51,PASCO,0069,CHASCO MIDDLE SCHOOL,717,507,77,,
51,PASCO,0070,CHASCO ELEMENTARY SCHOOL,747,555,49,,
51,PASCO,0071,PASCO MIDDLE SCHOOL,863,582,75,,
51,PASCO,0072,SUNRAY ELEMENTARY SCHOOL,500,367,38,,
51,PASCO,0073,JAMES W. MITCHELL HIGH SCHOOL,"1,808",391,115,,
51,PASCO,0074,CENTENNIAL MIDDLE SCHOOL,632,352,63,,
51,PASCO,0081,MOORE-MICKENS EDUCATION CENTER,184,134,*,,
51,PASCO,0082,OAKSTEAD ELEMENTARY SCHOOL,"1,121",219,55,,
51,PASCO,0083,GULF HIGHLANDS ELEMENTARY SCHO,572,430,33,,
51,PASCO,0084,DOUBLE BRANCH ELEMENTARY SCHOO,871,193,53,,
51,PASCO,0085,TRINITY OAKS ELEMENTARY SCHOOL,702,95,37,,
51,PASCO,0086,DR. JOHN LONG MIDDLE SCHOOL,"1,624",340,97,,
51,PASCO,0089,PAUL R. SMITH MIDDLE SCHOOL,"1,068",712,109,,
51,PASCO,0090,WIREGRASS RANCH HIGH SCHOOL,"2,164",452,137,,
51,PASCO,0091,WEST ZEPHYRHILLS ELEM. SCHOOL,831,614,55,,
51,PASCO,0092,NEW RIVER ELEMENTARY SCHOOL,706,276,65,,
51,PASCO,0093,GULF TRACE ELEMENTARY SCHOOL,656,462,56,,
51,PASCO,0100,CHARLES S. RUSHE MIDDLE SCHOOL,"1,285",272,70,,
51,PASCO,0101,SUNLAKE HIGH SCHOOL,"1,669",334,85,,
51,PASCO,0102,RAYMOND B. STEWART MIDDLE SCHL,994,641,112,,
51,PASCO,0103,CREWS LAKE K-8 SCHOOL,"1,199",673,140,,
51,PASCO,0110,VETERANS ELEMENTARY SCHOOL,827,249,39,,
51,PASCO,0112,WATERGRASS ELEMENTARY SCHOOL,740,289,56,,
51,PASCO,0113,ANCLOTE HIGH SCHOOL,"1,337",774,155,,
51,PASCO,0114,FIVAY HIGH SCHOOL,"1,415",776,158,,
51,PASCO,0117,ODESSA ELEMENTARY SCHOOL,750,162,38,,
51,PASCO,0131,ZEPHYRHILLS HIGH SCHOOL,"1,505",783,194,,
51,PASCO,0132,WOODLAND ELEMENTARY SCHOOL,909,618,69,,
51,PASCO,0201,CONNERTON ELEMENTARY SCHOOL,969,268,42,,
51,PASCO,0211,MITTYE P. LOCKE ELEM. SCHOOL,605,425,33,,
51,PASCO,0242,SCHWETTMAN EDUCATION CENTER,127,85,*,,
51,PASCO,0251,SAN ANTONIO ELEMENTARY SCHOOL,672,395,45,,
51,PASCO,0261,GULF MIDDLE SCHOOL,795,547,59,,
51,PASCO,0271,RICHEY ELEMENTARY SCHOOL,656,556,16,,
51,PASCO,0301,HUDSON ELEMENTARY SCHOOL,658,492,24,,
51,PASCO,0311,COTEE RIVER ELEMENTARY SCHOOL,650,412,44,,
51,PASCO,0321,LACOOCHEE ELEMENTARY SCHOOL,385,360,*,,
51,PASCO,0331,GULF HIGH SCHOOL,"1,262",656,129,,
51,PASCO,0341,SCHRADER ELEMENTARY SCHOOL,542,381,44,,
51,PASCO,0342,BAYONET POINT MIDDLE SCHOOL,726,492,67,,
51,PASCO,0351,FOX HOLLOW ELEMENTARY SCHOOL,567,418,39,,
51,PASCO,0401,CENTENNIAL ELEMENTARY SCHOOL,595,391,45,,
51,PASCO,0411,SEVEN SPRINGS ELEMENTARY SCHOO,512,278,31,,
51,PASCO,0421,DEER PARK ELEMENTARY SCHOOL,544,209,35,,
51,PASCO,0451,DR. MARY GIELLA ELEMENTARY SCH,683,439,57,,
51,PASCO,0461,THOMAS E. WEIGHTMAN MIDDLE SCH,"1,199",449,84,,
51,PASCO,0471,RIVER RIDGE HIGH SCHOOL,"1,477",396,126,,
51,PASCO,0472,RIVER RIDGE MIDDLE SCHOOL,"1,149",453,101,,
51,PASCO,0501,NORTHWEST ELEMENTARY SCHOOL,726,558,38,,
51,PASCO,0521,HUDSON HIGH SCHOOL,"1,259",680,106,,
51,PASCO,0701,CYPRESS ELEMENTARY SCHOOL,772,362,46,,
51,PASCO,0801,LAND O' LAKES HIGH SCHOOL,"1,670",378,101,,
51,PASCO,0901,ANCLOTE ELEMENTARY SCHOOL,582,405,49,,
51,PASCO,0902,PINE VIEW ELEMENTARY SCHOOL,728,210,40,,
51,PASCO,0911,GULFSIDE ELEMENTARY SCHOOL,547,414,38,,
51,PASCO,0921,PINE VIEW MIDDLE SCHOOL,928,242,67,,
51,PASCO,0931,RIDGEWOOD HIGH SCHOOL,"1,103",714,89,,
51,PASCO,0932,CALUSA ELEMENTARY SCHOOL,577,377,67,,
51,PASCO,0941,MOON LAKE ELEMENTARY SCHOOL,651,422,55,,
51,PASCO,0951,HUDSON MIDDLE SCHOOL,756,499,75,,
51,PASCO,0961,LAKE MYRTLE ELEMENTARY SCHOOL,698,157,48,,
51,PASCO,0991,MARCHMAN TECHNICAL EDUCATION C,135,90,10,,
51,PASCO,2061,SAND PINE ELEMENTARY SCHOOL,625,147,35,,
51,PASCO,2071,WESLEY CHAPEL ELEMENTARY SCHL,796,275,46,,
51,PASCO,2081,LONGLEAF ELEMENTARY SCHOOL,644,126,35,,
51,PASCO,2091,SEVEN OAKS ELEMENTARY SCHOOL,"1,002",193,49,,
51,PASCO,2101,BAYCARE BEHAVIORAL HEALTH,30,10,,,
51,PASCO,2102,AMI KIDS PASCO,26,17,,,
51,PASCO,4081,CENTRAL PASCO GIRLS ACADEMY,33,,,,
51,PASCO,4301,DAYSPRING ACADEMY,589,178,51,,
51,PASCO,4302,ACADEMY AT THE FARM,419,72,31,,
51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,250,14,*,,
51,PASCO,4321,ATHENIAN ACADEMY OF PASCO COUN,391,203,23,,
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKE,692,88,35,,
51,PASCO,4324,FLORIDA AUTISM CENTER OF EXCEL,17,*,*,,
51,PASCO,4325,FLORIDA VIRTUAL ACADEMY AT PAS,62,18,*,,
51,PASCO,5242,PACE CENTER FOR GIRLS,53,23,*,,
51,PASCO,5881,SHERIFF'S DETENTION CENTER,14,*,,,
51,PASCO,7004,PASCO ESCHOOL-VIRTUAL FRANCHIS,172,26,*,,
51,PASCO,7023,PASCO VIRTUAL INSTRUCTION (DIS,65,11,*,,
51,PASCO,7071,JAMES IRVIN EDUCATION CENTER,111,65,*,,
51,PASCO,7081,JUVENILE DETENTION CENTER,23,*,,,
52,PINELLAS,9999,DISTRICT RECORD,"103,410","21,452","4,261",,"18,365"
52,PINELLAS,0051,ANONA ELEMENTARY SCHOOL,430,175,28,,
52,PINELLAS,0111,AZALEA ELEMENTARY SCHOOL,612,316,44,,
52,PINELLAS,0121,AZALEA MIDDLE SCHOOL,"1,012",,,,572
52,PINELLAS,0131,BARDMOOR ELEMENTARY SCHOOL,563,,,,249
52,PINELLAS,0141,LARGO MIDDLE SCHOOL,822,,,,363
52,PINELLAS,0151,BAUDER ELEMENTARY SCHOOL,806,175,40,,
52,PINELLAS,0161,BAY POINT ELEMENTARY SCHOOL,661,312,55,,
52,PINELLAS,0171,BAY POINT MIDDLE SCHOOL,900,,,,400
52,PINELLAS,0231,BAY VISTA FUNDAMENTAL ELEM.,647,167,38,,
52,PINELLAS,0251,BAYSIDE HIGH SCHOOL,358,,,,162
52,PINELLAS,0271,BEAR CREEK ELEMENTARY SCHOOL,371,,,,230
52,PINELLAS,0321,BELCHER ELEMENTARY SCHOOL,662,,,,247
52,PINELLAS,0371,BELLEAIR ELEMENTARY SCHOOL,634,,,,407
52,PINELLAS,0391,BLANTON ELEMENTARY SCHOOL,529,,,,286
52,PINELLAS,0431,BOCA CIEGA HIGH SCHOOL,"1,553",,,,530
52,PINELLAS,0441,BROOKER CREEK ELEMENTARY SCHL,539,41,*,,
52,PINELLAS,0481,CAMPBELL PARK ELEMENTARY SCHOO,591,,,,431
52,PINELLAS,0521,ESE COUNTYWIDE,64,37,,,
52,PINELLAS,0531,JOSEPH L. CARWISE MIDDLE SCHOO,"1,175",286,82,,
52,PINELLAS,0681,PAUL B. STEPHENS ESE CENTER,205,94,18,,
52,PINELLAS,0711,CLEARWATER HIGH SCHOOL,"1,805",812,129,,
52,PINELLAS,0731,CLEARWATER FUNDAMENTAL MIDDLE,844,122,50,,
52,PINELLAS,0751,COUNTRYSIDE HIGH SCHOOL,"2,206",680,134,,
52,PINELLAS,0811,CROSS BAYOU ELEMENTARY SCHOOL,507,,,,179
52,PINELLAS,0851,CURLEW CREEK ELEMENTARY SCHOOL,673,206,42,,
52,PINELLAS,0991,LEILA DAVIS ELEMENTARY SCHOOL,764,226,21,,
52,PINELLAS,1031,DIXIE M. HOLLINS HIGH SCHOOL,"1,750",,,,592
52,PINELLAS,1071,DUNEDIN ELEMENTARY SCHOOL,676,,,,328
52,PINELLAS,1081,DUNEDIN HIGH SCHOOL,"1,473",543,93,,
52,PINELLAS,1091,DUNEDIN HIGHLAND MIDDLE SCHOOL,"1,104",633,72,,
52,PINELLAS,1131,EISENHOWER ELEMENTARY SCHOOL,753,,,,327
52,PINELLAS,1211,FAIRMOUNT PARK ELEMENTARY SCHL,632,,,,487
52,PINELLAS,1261,JOHN M. SEXTON ELEMENTARY SCHL,684,,,,304
52,PINELLAS,1281,FITZGERALD MIDDLE SCHOOL,"1,234",640,148,,
52,PINELLAS,1331,FOREST LAKES ELEMENTARY SCHOOL,558,155,31,,
52,PINELLAS,1341,FRONTIER ELEMENTARY SCHOOL,688,,,,327
52,PINELLAS,1361,FUGUITT ELEMENTARY SCHOOL,621,,,,292
52,PINELLAS,1421,LYNCH ELEMENTARY SCHOOL,691,,,,268
52,PINELLAS,1471,PERKINS ELEMENTARY SCHOOL,580,227,33,,
52,PINELLAS,1481,GARRISON-JONES ELEMENTARY SCHL,701,287,44,,
52,PINELLAS,1531,GIBBS HIGH SCHOOL,"1,344",,,,616
52,PINELLAS,1691,GULFPORT MONTESSOURI ELEM.SCHL,616,,,,396
52,PINELLAS,1781,HIGHLAND LAKES ELEMENTARY SCHL,532,158,35,,
52,PINELLAS,1801,CALVIN A. HUNSINGER SCHOOL,103,,,,47
52,PINELLAS,1811,HIGH POINT ELEMENTARY SCHOOL,718,,,,413
52,PINELLAS,1821,DOUGLAS L. JAMERSON JR. ELEMEN,570,,,,196
52,PINELLAS,1961,LAKEVIEW FUNDAMENTAL ELEM.,346,91,15,,
52,PINELLAS,2021,LAKEWOOD ELEMENTARY SCHOOL,549,,,,378
52,PINELLAS,2031,LAKEWOOD HIGH SCHOOL,"1,232",603,90,,
52,PINELLAS,2081,LARGO HIGH SCHOOL,"1,715",671,119,,
52,PINELLAS,2141,LEALMAN AVENUE ELEMENTARY SCHO,495,,,,318
52,PINELLAS,2151,LEALMAN INTERMEDIATE,361,,,,243
52,PINELLAS,2261,MADEIRA BEACH FUNDAMENTAL K-8,"1,428",232,74,,
52,PINELLAS,2281,MAXIMO ELEMENTARY SCHOOL,510,,,,317
52,PINELLAS,2301,MCMULLEN-BOOTH ELEMENTARY SCHL,729,349,65,,
52,PINELLAS,2321,MEADOWLAWN MIDDLE SCHOOL,"1,243",,,,460
52,PINELLAS,2371,MELROSE ELEMENTARY SCHOOL,410,,,,331
52,PINELLAS,2431,MILDRED HELMS ELEM. SCHOOL,613,,,,317
52,PINELLAS,2441,CHI CHI RODRIQUEZ ACADEMY,77,51,*,,
52,PINELLAS,2531,MOUNT VERNON ELEMENTARY SCHOOL,521,,,,271
52,PINELLAS,2581,NINA HARRIS ESE CENTER,236,,,,65
52,PINELLAS,2641,NORTHEAST HIGH SCHOOL,"1,841",748,128,,
52,PINELLAS,2691,NORTH SHORE ELEMENTARY SCHOOL,350,,,,145
52,PINELLAS,2791,NORTHWEST ELEMENTARY SCHOOL,628,,,,273
52,PINELLAS,2821,PINELLAS SECONDARY SCHOOL,103,,,,59
52,PINELLAS,2861,OAK GROVE MIDDLE SCHOOL,"1,069",623,84,,
52,PINELLAS,2921,OAKHURST ELEMENTARY SCHOOL,717,211,48,,
52,PINELLAS,2961,OLDSMAR ELEMENTARY SCHOOL,557,235,37,,
52,PINELLAS,3021,ORANGE GROVE ELEMENTARY SCHOOL,366,159,48,,
52,PINELLAS,3031,OSCEOLA FUNDAMENTAL HIGH,"1,761",203,106,,
52,PINELLAS,3041,OSCEOLA MIDDLE SCHOOL,"1,154",502,152,,
52,PINELLAS,3071,OZONA ELEMENTARY SCHOOL,725,162,39,,
52,PINELLAS,3131,CURTIS FUNDAMENTAL ELEMENTARY,536,53,17,,
52,PINELLAS,3191,PALM HARBOR MIDDLE SCHOOL,"1,420",367,99,,
52,PINELLAS,3231,RICHARD L. SANDERS SCHOOL,142,,,,66
52,PINELLAS,3281,PASADENA FUNDAMENTAL ELEM.,464,68,36,,
52,PINELLAS,3341,CLEARWATER INTERMEDIATE,338,,,,175
52,PINELLAS,3361,PINELLAS CENTRAL ELEM. SCHOOL,633,,,,249
52,PINELLAS,3391,PINELLAS PARK ELEMENTARY SCHL,564,,,,311
52,PINELLAS,3411,PINELLAS PARK MIDDLE SCHOOL,"1,058",,,,439
52,PINELLAS,3421,PINELLAS PARK HIGH SCHOOL,"2,214",932,199,,
52,PINELLAS,3431,PLUMB ELEMENTARY SCHOOL,789,345,78,,
52,PINELLAS,3461,PONCE DE LEON ELEMENTARY SCHOO,596,,,,328
52,PINELLAS,3511,RIDGECREST ELEMENTARY SCHOOL,809,,,,321
52,PINELLAS,3731,SAFETY HARBOR ELEMENTARY SCHOO,672,231,61,,
52,PINELLAS,3741,SAFETY HARBOR MIDDLE SCHOOL,"1,424",541,113,,
52,PINELLAS,3751,SAWGRASS LAKE ELEMENTARY SCHL,705,363,87,,
52,PINELLAS,3761,JAMES B. SANDERLIN PK-8,600,221,59,,
52,PINELLAS,3781,ST. PETERSBURG HIGH SCHOOL,"2,281",710,73,,
52,PINELLAS,3851,SAN JOSE ELEMENTARY SCHOOL,496,260,36,,
52,PINELLAS,3871,SANDY LANE ELEMENTARY SCHOOL,536,,,,354
52,PINELLAS,3911,SEMINOLE ELEMENTARY SCHOOL,639,286,50,,
52,PINELLAS,3921,SEMINOLE HIGH SCHOOL,"2,128",483,142,,
52,PINELLAS,3931,SEMINOLE MIDDLE SCHOOL,"1,210",453,75,,
52,PINELLAS,3961,SEVENTY-FOURTH ST. ELEMENTARY,561,,,,312
52,PINELLAS,4021,SHORE ACRES ELEMENTARY SCHOOL,683,291,57,,
52,PINELLAS,4061,JOHN HOPKINS MIDDLE SCHOOL,915,,,,484
52,PINELLAS,4121,SKYCREST ELEMENTARY SCHOOL,723,,,,406
52,PINELLAS,4171,SKYVIEW ELEMENTARY SCHOOL,664,,,,337
52,PINELLAS,4331,STARKEY ELEMENTARY SCHOOL,640,,,,221
52,PINELLAS,4351,MARJORIE KINNAN RAWLINGS ELEM,652,,,,293
52,PINELLAS,4381,SUNSET HILLS ELEMENTARY SCHOOL,543,190,35,,
52,PINELLAS,4491,TARPON SPRINGS ELEMENTARY SCHO,637,,,,309
52,PINELLAS,4521,TARPON SPRINGS HIGH SCHOOL,"1,418",456,120,,
52,PINELLAS,4581,TARPON SPRINGS MIDDLE SCHOOL,"1,022",331,84,,
52,PINELLAS,4591,NEW HEIGHTS ELEMENTARY SCHOOL,835,,,,447
52,PINELLAS,4611,TYRONE MIDDLE SCHOOL,873,,,,363
52,PINELLAS,4631,THURGOOD MARSHALL FUNDAMENTAL,907,261,64,,
52,PINELLAS,4661,TARPON SPRINGS FUNDAMENTAL ELE,267,24,12,,
52,PINELLAS,4681,PALM HARBOR UNIVERSITY HIGH,"2,519",331,123,,
52,PINELLAS,4701,WALSINGHAM ELEMENTARY SCHOOL,557,,,,227
52,PINELLAS,4771,WESTGATE ELEMENTARY SCHOOL,611,,,,289
52,PINELLAS,4931,WOODLAWN ELEMENTARY SCHOOL,457,,,,289
52,PINELLAS,6181,EAST LAKE HIGH SCHOOL,"2,170",294,68,,
52,PINELLAS,6251,SOUTHERN OAK ELEMENTARY SCHOOL,711,,,,319
52,PINELLAS,6261,CYPRESS WOODS ELEMENTARY SCHL,723,144,20,,
52,PINELLAS,6271,SUTHERLAND ELEMENTARY SCHOOL,562,168,39,,
52,PINELLAS,6281,LAKE ST. GEORGE ELEM. SCHOOL,566,182,51,,
52,PINELLAS,7001,PINELLAS VIRTUAL INSTRUCTION P,78,34,*,,
52,PINELLAS,7021,"EXTENDED TRANSITION, NORTH COU",208,90,*,,
52,PINELLAS,7023,PINELLAS VIRTUAL K-12,227,75,*,,
52,PINELLAS,7051,PINELLAS TELESCHOOL,28,20,,,
52,PINELLAS,7071,DROPOUT PREVENTION SCHOOL,185,120,,,
52,PINELLAS,7073,EYES-E-NINI-HASSEE CAMP,29,,,,
52,PINELLAS,7081,HOSPITAL/HOMEBOUND,132,28,*,,
52,PINELLAS,7131,ACADEMIE DA VINCI CHARTER SCHO,248,44,13,,
52,PINELLAS,7151,ATHENIAN ACADEMY,287,98,21,,
52,PINELLAS,7171,PINELLAS PREPARATORY ACADEMY,439,76,34,,
52,PINELLAS,7181,PLATO ACADEMY CHARTER SCHOOL,362,56,24,,
52,PINELLAS,7191,ST. PETERSBURG COLLEGIATE HIGH,239,42,17,,
52,PINELLAS,7201,ALFRED ADLER ELEMENTARY SCHOOL,85,23,*,,
52,PINELLAS,7221,IMAGINE MIDDLE SCHOOL,56,40,*,,
52,PINELLAS,7241,GULF COAST ACADEMY,332,139,*,,
52,PINELLAS,7271,PINELLAS PRIMARY ACADEMY,324,72,26,,
52,PINELLAS,7281,PLATO ACADEMY PALM HARBOR CHAR,364,37,10,,
52,PINELLAS,7291,PINELLAS ACADEMY OF MATH AND S,498,107,*,,
52,PINELLAS,7301,WINDSOR CHARTER SCHOOL,357,136,25,,
52,PINELLAS,7311,UNIVERSITY PREPARATORY ACADEMY,465,363,17,,
52,PINELLAS,7331,DISCOVERY ACADEMY OF SCIENCE C,88,31,*,,
52,PINELLAS,7361,NEWPOINT PINELLAS ACADEMY,62,24,*,,
52,PINELLAS,7371,NEWPOINT CHARTER SCHOOL,103,25,*,,
52,PINELLAS,7381,PLATO ACADEMY LARGO CHARTER SC,363,86,21,,
52,PINELLAS,7481,PLATO SEMINOLE,320,77,17,,
52,PINELLAS,7491,MYCROSCHOOL PINELLAS,264,129,*,,
52,PINELLAS,7581,PLATO ACADEMY CHARTER SCHOOL T,253,22,*,,
52,PINELLAS,7681,PLATO ACADEMY OF ST.PETERSBURG,162,45,14,,
52,PINELLAS,7731,ENTERPRISE CHARTER HIGH SCHOOL,410,164,*,,
52,PINELLAS,8011,DANIEL ACADEMY,15,*,,,
52,PINELLAS,8012,BRITT HALFWAY HOUSE,27,*,,,
52,PINELLAS,8015,EWES-ECKERD YOUTH CHALLENGE,60,*,,,
52,PINELLAS,8028,PACE CENTER FOR GIRLS,55,41,,,
52,PINELLAS,8031,PINELLAS JUVENILE DET CTR,64,42,,,
52,PINELLAS,8033,AMI KIDS PINELLAS,35,19,*,,
52,PINELLAS,8060,PINELLAS COUNTY JAIL,19,11,,,
53,POLK,9999,DISTRICT RECORD,"97,957","39,070","5,062",,"14,403"
53,POLK,0031,LAKELAND SENIOR HIGH SCHOOL,"2,033",778,107,,
53,POLK,0043,LAWTON CHILES MIDDLE ACADEMY,650,116,42,,
53,POLK,0051,SOUTHWEST MIDDLE SCHOOL,899,544,64,,
53,POLK,0061,CARLTON PALMORE ELEM. SCHOOL,527,308,27,,
53,POLK,0081,CLEVELAND COURT ELEM. SCHOOL,383,203,14,,
53,POLK,0091,COMBEE ELEMENTARY SCHOOL,721,,,,498
53,POLK,0092,DORIS A. SANDERS LEARNING CTR,100,,,,34
53,POLK,0101,CRYSTAL LAKE ELEMENTARY SCHOOL,557,,,,386
53,POLK,0131,DIXIELAND ELEMENTARY SCHOOL,468,,,,245
53,POLK,0151,PHILIP O'BRIEN ELEMENTARY SCHO,591,,,,349
53,POLK,0181,MEDULLA ELEMENTARY SCHOOL,596,,,,323
53,POLK,0191,R. BRUCE WAGNER ELEMENTARY SCH,862,538,50,,
53,POLK,0201,NORTH LAKELAND ELEMENTARY SCHO,671,493,41,,
53,POLK,0231,SOUTHWEST ELEMENTARY SCHOOL,429,296,35,,
53,POLK,0251,LINCOLN AVENUE ACADEMY,570,99,20,,
53,POLK,0261,ROCHELLE SCHOOL OF THE ARTS,813,417,61,,
53,POLK,0311,DANIEL JENKINS ACADEMY TECH,506,288,41,,
53,POLK,0321,SHELLEY S. BOONE MIDDLE SCHOOL,849,675,54,,
53,POLK,0331,ALTA VISTA ELEMENTARY SCHOOL,862,,,,499
53,POLK,0341,SANDHILL ELEMENTARY SCHOOL,807,609,46,,
53,POLK,0361,EASTSIDE ELEMENTARY SCHOOL,"1,152",,,,619
53,POLK,0391,BETHUNE ACADEMY,463,260,42,,
53,POLK,0401,DAVENPORT SCHOOL OF THE ARTS,965,437,131,,
53,POLK,0421,DON E WOODS OPPORTUNITY CENTER,135,,,,82
53,POLK,0441,RIDGEVIEW GLOBAL STUDIES ACAD.,850,425,91,,
53,POLK,0481,WINTER HAVEN SENIOR HIGH SCHL,"1,870",891,109,,
53,POLK,0491,DENISON MIDDLE SCHOOL,827,563,61,,
53,POLK,0531,FRANK E. BRIGHAM ACADEMY,528,154,37,,
53,POLK,0571,WESTWOOD MIDDLE SCHOOL,846,,,,463
53,POLK,0591,ELBERT ELEMENTARY SCHOOL,576,432,26,,
53,POLK,0601,FRED G. GARNER ELEMENTARY SCHL,644,,,,437
53,POLK,0611,INWOOD ELEMENTARY SCHOOL,390,,,,259
53,POLK,0621,LAKE SHIPP ELEMENTARY SCHOOL,546,396,42,,
53,POLK,0631,JOHN SNIVELY ELEMENTARY,467,,,,322
53,POLK,0651,LAKE ALFRED ELEMENTARY SCHOOL,553,408,33,,
53,POLK,0661,KAREN M. SIEGEL ACADEMY,161,103,*,,
53,POLK,0681,WAHNETA ELEMENTARY SCHOOL,532,,,,385
53,POLK,0711,JEWETT MIDDLE ACADEMY MAGNET,609,209,34,,
53,POLK,0712,JEWETT SCHOOL OF THE ARTS,740,324,73,,
53,POLK,0791,FT. MEADE MIDDLE/SR. HIGH SCHL,702,417,50,,
53,POLK,0802,LEWIS ANNA WOODBURY ELEMENTARY,653,,,,391
53,POLK,0811,AUBURNDALE SENIOR HIGH SCHOOL,"1,666",766,115,,
53,POLK,0821,JERE L. STAMBAUGH MIDDLE,838,568,71,,
53,POLK,0841,LENA VISTA ELEMENTARY SCHOOL,847,,,,508
53,POLK,0851,AUBURNDALE CENTRAL ELEMENTARY,444,,,,296
53,POLK,0861,WALTER CALDWELL ELEM. SCHOOL,629,,,,375
53,POLK,0881,POLK CITY ELEMENTARY SCHOOL,464,333,39,,
53,POLK,0901,BARTOW SENIOR HIGH SCHOOL,"2,016",825,118,,
53,POLK,0916,DAVENPORT COMMUNITY CAMPUS,178,106,*,,
53,POLK,0931,BARTOW MIDDLE SCHOOL,814,493,71,,
53,POLK,0932,COMPASS MIDDLE CHARTER SCHOOL,184,,,,120
53,POLK,0933,CHAIN OF LAKES ELEMENTARY SCHO,"1,017",517,64,,
53,POLK,0937,RIDGE COMMUNITY HIGH SCHOOL,"2,360","1,306",224,,
53,POLK,0941,BARTOW ELEMENTARY ACADEMY,464,125,25,,
53,POLK,0961,FLORAL AVENUE ELEMENTARY SCHOO,545,395,35,,
53,POLK,0962,JEAN O'DELL LEARNING CENTER,70,43,*,,
53,POLK,0971,UNION ACADEMY,394,105,26,,
53,POLK,0981,GIBBONS STREET ELEMENTARY SCHO,310,,,,241
53,POLK,1041,ALTURAS ELEMENTARY SCHOOL,336,265,27,,
53,POLK,1051,TENOROC HIGH SCHOOL,"1,132",720,119,,
53,POLK,1061,HIGHLAND CITY ELEMENTARY SCHOO,420,233,35,,
53,POLK,1131,MULBERRY SENIOR HIGH SCHOOL,"1,001",523,94,,
53,POLK,1141,PURCELL ELEMENTARY SCHOOL,490,,,,292
53,POLK,1151,KINGSFORD ELEMENTARY SCHOOL,592,,,,412
53,POLK,1161,MULBERRY MIDDLE SCHOOL,990,604,60,,
53,POLK,1181,KATHLEEN SENIOR HIGH SCHOOL,"2,110","1,137",125,,
53,POLK,1191,KATHLEEN MIDDLE SCHOOL,807,589,52,,
53,POLK,1221,KATHLEEN ELEMENTARY SCHOOL,499,373,29,,
53,POLK,1231,GRIFFIN ELEMENTARY SCHOOL,468,,,,310
53,POLK,1241,JESSE KEEN ELEMENTARY SCHOOL,655,,,,456
53,POLK,1251,WINSTON ELEMENTARY SCHOOL,567,,,,420
53,POLK,1271,SLEEPY HILL ELEMENTARY SCHOOL,691,492,49,,
53,POLK,1281,HIGHLANDS GROVE ELEMENTARY SCH,703,303,55,,
53,POLK,1291,FROSTPROOF ELEMENTARY SCHOOL,416,,,,272
53,POLK,1341,MCLAUGHLIN MIDDLE SCHOOL AND F,747,542,36,,
53,POLK,1351,POLK AVENUE ELEMENTARY SCHOOL,485,,,,323
53,POLK,1361,HILLCREST ELEMENTARY SCHOOL,677,,,,343
53,POLK,1362,HORIZONS ELEMENTARY SCHOOL,939,680,64,,
53,POLK,1371,SPOOK HILL ELEMENTARY SCHOOL,626,,,,402
53,POLK,1381,ROOSEVELT ACADEMY,282,189,24,,
53,POLK,1401,JANIE HOWARD WILSON SCHOOL,481,,,,305
53,POLK,1421,DALE R FAIR BABSON PARK ELEM.,451,,,,194
53,POLK,1451,EDGAR L. PADGETT ELEMENTARY,524,375,44,,
