Lunch Status,,,,,,,,
"School Year 2013-14, Survey 2 Data, Final (as of 05/11/14)",,,,,,,,
DISTRICT/SCHOOL TOTALS,,,,,,,,
An asterisk (*) replaces data when the cohort is fewer than ten students. A blank cell indicates no students in the cohort.,,,,,,,,
, ,,,,,,,
District Number,District Name,School Number,School Name,Total Members,#Free ,#Reduced Priced  ,#Provision 2,#Direct Cert
16,DUVAL,2091,HOLIDAY HILL ELEMENTARY SCHOOL,611,276,26,,
16,DUVAL,2101,OAK HILL ELEMENTARY SCHOOL,581,415,*,,
16,DUVAL,2111,SOUTHSIDE MIDDLE SCHOOL,716,426,*,,
16,DUVAL,2121,JEAN RIBAULT MIDDLE SCHOOL,636,455,*,,
16,DUVAL,2131,ARLINGTON MIDDLE SCHOOL,734,492,42,,
16,DUVAL,2141,HYDE GROVE ELEMENTARY SCHOOL,494,369,*,,
16,DUVAL,2151,JUSTINA ROAD ELEMENTARY SCHOOL,290,194,,,
16,DUVAL,2161,JEFFERSON DAVIS MIDDLE SCHOOL,"1,050",614,18,,
16,DUVAL,2171,DON BREWER ELEMENTARY SCHOOL,523,265,29,,
16,DUVAL,2181,SAN MATEO ELEMENTARY SCHOOL,751,265,61,,
16,DUVAL,2191,JOSEPH STILWELL MIDDLE SCHOOL,862,483,16,,
16,DUVAL,2201,"MARTIN LUTHER KING, JR ELEMENT",466,349,,,
16,DUVAL,2211,NORMANDY VILLAGE ELEMENTARY SC,461,285,*,,
16,DUVAL,2221,GREENFIELD ELEMENTARY SCHOOL,520,259,31,,
16,DUVAL,2231,DUNCAN U. FLETCHER HIGH SCHOOL,"2,181",545,87,,
16,DUVAL,2241,SAMUEL W. WOLFSON HIGH SCHOOL,"1,286",759,91,,
16,DUVAL,2251,SEABREEZE ELEMENTARY SCHOOL,646,226,20,,
16,DUVAL,2261,CRYSTAL SPRINGS ELEM. SCHOOL,"1,028",611,71,,
16,DUVAL,2271,MAYPORT ELEMENTARY SCHOOL,381,202,21,,
16,DUVAL,2281,MERRILL ROAD ELEMENTARY SCHOOL,687,361,40,,
16,DUVAL,2291,JACKSONVILLE HEIGHTS ELEMENTAR,655,428,*,,
16,DUVAL,2301,BEAUCLERC ELEMENTARY SCHOOL,"1,067",530,67,,
16,DUVAL,2311,KERNAN TRAIL ELEMENTARY SCHOOL,654,302,17,,
16,DUVAL,2321,CHIMNEY LAKES ELEMENTARY SCHL,"1,100",516,81,,
16,DUVAL,2331,LONE STAR ELEMENTARY SCHOOL,686,371,48,,
16,DUVAL,2341,STONEWALL JACKSON ELEM. SCHOOL,331,220,*,,
16,DUVAL,2351,FORT CAROLINE ELEMENTARY SCHL,570,355,*,,
16,DUVAL,2361,MAMIE AGNES JONES ELEMENTARY S,403,225,24,,
16,DUVAL,2371,SANDALWOOD HIGH SCHOOL,"2,978","1,029",134,,
16,DUVAL,2381,FORT CAROLINE MIDDLE SCHOOL,668,388,10,,
16,DUVAL,2391,SABAL PALM ELEMENTARY SCHOOL,"1,050",313,57,,
16,DUVAL,2401,ARLINGTON HEIGHTS ELEMENTARY S,479,334,*,,
16,DUVAL,2411,NATHAN B. FORREST HIGH SCHOOL,"1,329",641,25,,
16,DUVAL,2421,LOUIS S. SHEFFIELD ELEMENTARY,794,275,42,,
16,DUVAL,2431,GREGORY DRIVE ELEMENTARY SCHOO,778,476,12,,
16,DUVAL,2441,HIGHLANDS MIDDLE SCHOOL,916,577,12,,
16,DUVAL,2451,CROWN POINT ELEMENTARY SCHOOL,"1,046",508,52,,
16,DUVAL,2461,NEPTUNE BEACH ELEMENTARY SCHOO,932,391,40,,
16,DUVAL,2471,JOSEPH FINEGAN ELEMENTARY SCHO,444,122,76,,
16,DUVAL,2481,EDWARD H. WHITE HIGH SCHOOL,"1,599",867,86,,
16,DUVAL,2491,GREENLAND PINES ELEM. SCHOOL,894,172,41,,
16,DUVAL,2501,PINE ESTATES ELEMENTARY SCHOOL,270,203,*,,
16,DUVAL,2511,TWIN LAKES ACADEMY ELEM SCHOOL,913,256,55,,
16,DUVAL,2521,ALDEN ROAD EXCEP. STUDENT CENT,166,83,*,,
16,DUVAL,2531,TWIN LAKES ACADEMY MIDDLE,"1,287",462,82,,
16,DUVAL,2541,MAYPORT MIDDLE SCHOOL,858,307,57,,
16,DUVAL,2551,ENTERPRISE LEARNING ACADEMY,730,346,54,,
16,DUVAL,2561,LANDMARK MIDDLE SCHOOL,"1,179",473,63,,
16,DUVAL,2571,ALIMACANI ELEMENTARY SCHOOL,779,174,40,,
16,DUVAL,2581,MANDARIN OAKS ELEMENTARY SCHOO,"1,138",365,60,,
16,DUVAL,2591,MANDARIN MIDDLE SCHOOL,"1,339",397,83,,
16,DUVAL,2601,MANDARIN HIGH SCHOOL,"2,589",479,125,,
16,DUVAL,2621,ANDREW A. ROBINSON ELEMENTARY,736,583,*,,
16,DUVAL,2631,ABESS PARK ELEMENTARY SCHOOL,732,297,33,,
16,DUVAL,2641,CHET'S CREEK ELEMENTARY SCHOOL,"1,281",377,27,,
16,DUVAL,2651,FIRST COAST HIGH SCHOOL,"2,315",932,108,,
16,DUVAL,2671,LAVILLA SCHOOL OF THE ARTS,"1,119",273,57,,
16,DUVAL,2681,ATLANTIC COAST HIGH SCHOOL,"2,041",445,95,,
16,DUVAL,2691,BISCAYNE ELEMENTARY SCHOOL,609,369,*,,
16,DUVAL,2701,OCEANWAY ELEMENTARY SCHOOL,569,311,14,,
16,DUVAL,2741,WESTVIEW K-8,"1,156",690,69,,
16,DUVAL,2791,KERNAN MIDDLE SCHOOL,"1,210",468,80,,
16,DUVAL,2801,FRANK H. PETERSON ACADEMIES,"1,047",472,93,,
16,DUVAL,2851,A. PHILIP RANDOLPH ACADEMIES,544,332,*,,
16,DUVAL,5351,ACCLAIM ACADEMY CHARTER SCHOOL,291,162,,,
16,DUVAL,5371,FLORIDA VIRTUAL ACADEMY AT DUV,123,24,*,,
16,DUVAL,5381,SAN JOSE PREPARATORY HIGH SCHO,51,13,*,,
16,DUVAL,5391,SAN JOSE ACADEMY,179,47,*,,
16,DUVAL,5401,THE SEASIDE PLAYGARDEN INC,89,10,,,
16,DUVAL,5411,DUVAL CHARTER SCHOOL AT WESTSI,652,301,*,,
16,DUVAL,5421,FLORIDA HIGH SCHOOL FOR ACCELE,74,37,,,
16,DUVAL,5441,RIVER CITY SCIENCE ACADEMY INN,144,36,,,
16,DUVAL,5501,SOMERSET PREPARATORY ACADEMY,172,88,,,
16,DUVAL,7004,DUVAL VIRTUAL ACADEMY FRANCHIS,22,*,,,
16,DUVAL,7023,DUVAL VIRTUAL INSTRUCTION ACAD,319,82,*,,
17,ESCAMBIA,9999,DISTRICT RECORD,"40,753","20,791","2,356","2,725",
17,ESCAMBIA,0021,HELLEN CARO ELEMENTARY SCHOOL,946,248,60,,
17,ESCAMBIA,0031,JIM ALLEN ELEMENTARY SCHOOL,603,413,28,,
17,ESCAMBIA,0051,BELLVIEW ELEMENTARY SCHOOL,695,505,58,,
17,ESCAMBIA,0061,BELLVIEW MIDDLE SCHOOL,997,763,68,,
17,ESCAMBIA,0101,BRATT ELEMENTARY SCHOOL,457,293,23,,
17,ESCAMBIA,0111,BRENTWOOD ELEMENTARY SCHOOL,620,484,43,,
17,ESCAMBIA,0191,N. B. COOK ELEMENTARY SCHOOL,626,163,34,,
17,ESCAMBIA,0211,CAMELOT ACADEMY OF ESCAMBIA CO,159,135,*,,
17,ESCAMBIA,0221,RANSOM MIDDLE SCHOOL,"1,431",585,71,,
17,ESCAMBIA,0231,CORDOVA PARK ELEMENTARY SCHOOL,718,268,34,,
17,ESCAMBIA,0271,ENSLEY ELEMENTARY SCHOOL,499,394,16,,
17,ESCAMBIA,0281,ESCAMBIA HIGH SCHOOL,"1,745",884,108,,
17,ESCAMBIA,0291,FERRY PASS ELEMENTARY SCHOOL,701,520,46,,
17,ESCAMBIA,0301,FERRY PASS MIDDLE SCHOOL,"1,021",600,77,,
17,ESCAMBIA,0361,MONTCLAIR ELEMENTARY SCHOOL,381,,,381,
17,ESCAMBIA,0371,MYRTLE GROVE ELEMENTARY SCHOOL,719,531,47,,
17,ESCAMBIA,0381,NAVY POINT ELEMENTARY SCHOOL,499,399,30,,
17,ESCAMBIA,0391,OAKCREST ELEMENTARY SCHOOL,635,,,635,
17,ESCAMBIA,0411,PENSACOLA HIGH SCHOOL,"1,490",824,68,,
17,ESCAMBIA,0441,PINE MEADOW ELEMENTARY SCHOOL,948,441,59,,
17,ESCAMBIA,0451,PLEASANT GROVE ELEMENTARY SCHL,647,426,50,,
17,ESCAMBIA,0461,SCENIC HEIGHTS ELEMENTARY SCHL,889,475,69,,
17,ESCAMBIA,0471,O. J. SEMMES ELEMENTARY SCHOOL,453,,,453,
17,ESCAMBIA,0491,SHERWOOD ELEMENTARY SCHOOL,584,485,36,,
17,ESCAMBIA,0501,A. K. SUTER ELEMENTARY SCHOOL,436,167,39,,
17,ESCAMBIA,0521,J. M. TATE SENIOR HIGH SCHOOL,"1,994",615,108,,
17,ESCAMBIA,0541,ERNEST WARD MIDDLE SCHOOL,459,265,36,,
17,ESCAMBIA,0551,WARRINGTON ELEMENTARY SCHOOL,514,405,*,,
17,ESCAMBIA,0561,WARRINGTON MIDDLE SCHOOL,640,,,640,
17,ESCAMBIA,0572,C. A. WEIS ELEMENTARY SCHOOL,616,,,616,
17,ESCAMBIA,0581,WEST PENSACOLA ELEMENTARY SCHL,423,362,14,,
17,ESCAMBIA,0601,J. H. WORKMAN MIDDLE SCHOOL,977,604,56,,
17,ESCAMBIA,0602,REINHARDT HOLM ELEMENTARY SCHO,442,341,33,,
17,ESCAMBIA,0671,BROWN BARGE MIDDLE SCHOOL,547,198,40,,
17,ESCAMBIA,0741,MCMILLIAN LEARNING CENTER,144,133,*,,
17,ESCAMBIA,0771,LINCOLN PARK ELEMENTARY SCHOOL,156,133,*,,
17,ESCAMBIA,0852,WOODHAM MIDDLE SCHOOL,709,573,34,,
17,ESCAMBIA,0862,PINE FOREST HIGH SCHOOL,"1,710","1,025",116,,
17,ESCAMBIA,0863,LONGLEAF ELEMENTARY SCHOOL,779,547,57,,
17,ESCAMBIA,0866,JUDY ANDREWS SECOND CHANCE CEN,45,28,*,,
17,ESCAMBIA,0916,ESCAMBIA JUVENILE DETENTION,33,12,,,
17,ESCAMBIA,0921,L. D. MCARTHUR ELEMENTARY SCHL,755,431,42,,
17,ESCAMBIA,0922,ESCAMBIA WESTGATE CENTER,242,165,22,,
17,ESCAMBIA,0924,LAKEVIEW SPECIAL EDUCATION,27,20,*,,
17,ESCAMBIA,0933,HOSPITAL & HOMEBOUND,26,11,*,,
17,ESCAMBIA,0941,BEULAH ELEMENTARY SCHOOL,914,385,67,,
17,ESCAMBIA,0951,WASHINGTON SENIOR HIGH SCHOOL,"1,680",736,95,,
17,ESCAMBIA,0961,ESCAMBIA BOYS' BASE,22,*,,,
17,ESCAMBIA,0962,COUNTY ADMINISTRATIVE ANNEX,102,34,*,,
17,ESCAMBIA,1201,R. C. LIPSCOMB ELEMENTARY SCHL,925,410,54,,
17,ESCAMBIA,1221,JIM C. BAILEY MIDDLE SCHOOL,"1,519",780,125,,
17,ESCAMBIA,1231,NORTHVIEW HIGH SCHOOL,524,235,45,,
17,ESCAMBIA,1241,BLUE ANGELS ELEMENTARY SCHOOL,844,340,89,,
17,ESCAMBIA,1251,WEST FLORIDA HIGH SCHOOL/TECH,"1,288",395,100,,
17,ESCAMBIA,1261,MOLINO PARK ELEMENTARY,413,234,20,,
17,ESCAMBIA,1281,GLOBAL LEARNING ACADEMY,775,714,30,,
17,ESCAMBIA,2019,AMIKIDS,33,18,*,,
17,ESCAMBIA,2034,PACE PROGRAM,51,34,*,,
17,ESCAMBIA,2036,LAKEVIEW DROPOUT PREVENTION,14,*,,,
17,ESCAMBIA,2067,ESCAMBIA SCH. DIST. JAIL PROG.,13,*,,,
17,ESCAMBIA,2081,ESCAMBIA CHARTER SCHOOL,120,82,*,,
17,ESCAMBIA,2093,BEULAH ACADEMY OF SCIENCE,288,75,12,,
17,ESCAMBIA,2104,JACKIE HARRIS PREPARATORY ACAD,197,169,13,,
17,ESCAMBIA,2106,"BYRNEVILLE ELEMENTARY SCHOOL,",175,104,17,,
17,ESCAMBIA,2108,PENSACOLA BEACH CHARTER SCHOOL,135,*,,,
17,ESCAMBIA,2121,CAPSTONE ACADEMY,25,*,*,,
17,ESCAMBIA,2124,NEWPOINT ACADEMY,160,52,*,,
17,ESCAMBIA,2141,NEWPOINT PENSACOLA,118,27,*,,
17,ESCAMBIA,7001,ESCAMBIA VIRTUAL INSTRUCTION P,57,13,*,,
17,ESCAMBIA,7004,ESCAMBIA VIRTUAL ACADEMY FRANC,206,55,*,,
17,ESCAMBIA,7023,ESCAMBIA VIRTUAL INSTRUC PROG,18,*,*,,
18,FLAGLER,9999,DISTRICT RECORD,"12,753","6,443",797,,
18,FLAGLER,0011,BUDDY TAYLOR MIDDLE SCHOOL,"1,033",641,56,,
18,FLAGLER,0014,EVEREST ALTERNATIVE,*,*,,,
18,FLAGLER,0022,BUNNELL ELEMENTARY SCHOOL,"1,248",851,61,,
18,FLAGLER,0051,RYMFIRE ELEMENTARY SCHOOL,"1,290",863,93,,
18,FLAGLER,0061,IMAGINE SCHOOL AT TOWN CENTER,922,14,*,,
18,FLAGLER,0070,PALM HARBOR ACADEMY,70,57,*,,
18,FLAGLER,0090,MATANZAS HIGH SCHOOL,"1,611",655,129,,
18,FLAGLER,0091,FLAGLER-PALM COAST HIGH SCHOOL,"2,385","1,198",195,,
18,FLAGLER,0131,LEWIS E. WADSWORTH ELEMENTARY,833,537,57,,
18,FLAGLER,0201,OLD KINGS ELEMENTARY SCHOOL,"1,105",525,53,,
18,FLAGLER,0301,BELLE TERRE ELEMENTARY SCHOOL,"1,308",666,89,,
18,FLAGLER,0401,INDIAN TRAILS MIDDLE SCHOOL,848,394,59,,
18,FLAGLER,0501,PHOENIX ACADEMY,80,39,*,,
18,FLAGLER,7001,FLAGLER VIRTUAL INSTRUCTION PR,*,,,,
18,FLAGLER,7004,IFLAGLER-VIRTUAL FRANCHISE,10,*,,,
19,FRANKLIN,9999,DISTRICT RECORD,"1,285",,,"1,285",
19,FRANKLIN,0091,FRANKLIN COUNTY SCHOOLS PK-12,936,,,936,
19,FRANKLIN,0101,FRANKLIN COUNTY LEARNING CENTE,17,,,17,
19,FRANKLIN,9009,APALACHICOLA BAY CHARTER SCHOO,332,,,332,
20,GADSDEN,9999,DISTRICT RECORD,"6,006",,,,"3,365"
20,GADSDEN,0041,GEORGE W. MUNROE ELEM. SCHOOL,649,,,,420
20,GADSDEN,0051,WEST GADSDEN HIGH SCHOOL,474,,,,245
20,GADSDEN,0061,HAVANA MIDDLE SCHOOL,181,,,,107
20,GADSDEN,0071,EAST GADSDEN HIGH SCHOOL,835,,,,374
20,GADSDEN,0091,HAVANA ELEMENTARY SCHOOL,512,,,,321
20,GADSDEN,0101,GADSDEN ELEMENTARY MAGNET SCHO,198,,,,56
20,GADSDEN,0141,GREENSBORO ELEMENTARY SCHOOL,424,,,,243
20,GADSDEN,0151,CHATTAHOOCHEE ELEMENTARY SCHL,184,,,,125
20,GADSDEN,0171,GRETNA ELEMENTARY SCHOOL,328,,,,211
20,GADSDEN,0191,ST. JOHNS ELEMENTARY SCHOOL,286,,,,177
20,GADSDEN,0201,STEWART STREET ELEMENTARY SCHL,640,,,,424
20,GADSDEN,0211,JAMES A. SHANKS MIDDLE SCHOOL,556,,,,327
20,GADSDEN,0231,CARTER PARRAMORE ACADEMY,175,,,,108
20,GADSDEN,7001,GADSDEN VIRTUAL INSTRUCTION PR,*,,,,*
20,GADSDEN,8016,BOLD STEP INFANT CARE,*,,,,*
20,GADSDEN,9026,HEAD START PROGRAM,52,,,,37
20,GADSDEN,9102,HOPE ACADEMY,22,,,,15
20,GADSDEN,9104,CROSSROAD ACADEMY,382,,,,134
20,GADSDEN,9106,GADSDEN CENTRAL ACADEMY,21,,,,13
20,GADSDEN,9108,DROP BACK IN ACADEMY,77,,,,25
21,GILCHRIST,9999,DISTRICT RECORD,"2,606","1,348",263,,
21,GILCHRIST,0021,TRENTON HIGH SCHOOL,617,261,61,,
21,GILCHRIST,0031,BELL HIGH SCHOOL,678,297,91,,
21,GILCHRIST,0032,BELL ELEMENTARY SCHOOL,528,311,54,,
21,GILCHRIST,0041,TRENTON ELEMENTARY SCHOOL,783,479,57,,
22,GLADES,9999,DISTRICT RECORD,*,761,45,,
22,GLADES,0021,MOORE HAVEN JR./SR. HIGH SCHL,329,177,11,,
22,GLADES,0051,MOORE HAVEN ELEMENTARY SCHOOL,407,271,13,,
22,GLADES,0052,RCMA-GLADES EARLY CHILDHOOD,12,,,,
22,GLADES,0055,WEST GLADES SCHOOL,521,313,21,,
22,GLADES,0056,"PEMAYETV EMAHAKV CHARTER ""OUR",175,,,,
22,GLADES,0057,PEMAYETV EMAHAKV CHARTER MIDDL,79,,,,
22,GLADES,0059,GLADES WEST,*,,,,
23,GULF,9999,DISTRICT RECORD,"1,863",887,121,,
23,GULF,0022,WEWAHITCHKA ELEMENTARY SCHOOL,416,250,29,,
23,GULF,0051,PORT ST. JOE ELEMENTARY SCHOOL,580,287,40,,
23,GULF,0061,PORT ST. JOE HIGH SCHOOL,505,177,34,,
23,GULF,0081,WEWAHITCHKA HIGH SCHOOL,362,173,18,,
24,HAMILTON,9999,DISTRICT RECORD,"1,686",,,,714
24,HAMILTON,0031,CENTRAL HAMILTON ELEM. SCHOOL,351,,,,183
24,HAMILTON,0032,HAMILTON COUNTY HIGH SCHOOL,649,,,,234
24,HAMILTON,0041,NORTH HAMILTON ELEMENTARY SCHO,470,,,,205
24,HAMILTON,0051,SOUTH HAMILTON ELEMENTARY SCHO,180,,,,83
24,HAMILTON,0091,GREENWOOD SCHOOL,23,,,,*
24,HAMILTON,3201,TEEN PARENT PROGRAM PK,*,,,,
24,HAMILTON,7001,HAMILTON VIRTUAL INSTRUCTION P,*,,,,
24,HAMILTON,7004,HAMILTON VIRTUAL FRANCHISE,*,,,,*
24,HAMILTON,7023,HAMILTON VIRTUAL INSTRUC (DIST,*,,,,*
25,HARDEE,9999,DISTRICT RECORD,"5,152",*,357,,
25,HARDEE,0011,HILLTOP ELEMENTARY SCHOOL,379,320,20,,
25,HARDEE,0021,HARDEE SENIOR HIGH SCHOOL,"1,314",811,95,,
25,HARDEE,0031,HARDEE JUNIOR HIGH SCHOOL,"1,188",884,84,,
25,HARDEE,0041,BOWLING GREEN ELEMENTARY SCHOO,440,372,27,,
25,HARDEE,0061,ZOLFO SPRINGS ELEMENTARY SCHOO,552,443,25,,
25,HARDEE,0081,PIONEER CAREER ACADEMY,16,14,,,
25,HARDEE,0091,WAUCHULA ELEMENTARY SCHOOL,718,448,66,,
25,HARDEE,0111,NORTH WAUCHULA ELEMENTARY SCHL,538,391,40,,
25,HARDEE,7004,HARDEE VIRTUAL FRANCHISE,*,*,,,
25,HARDEE,7023,HARDEE VIRTUAL INSTRUCTION(DIS,*,,,,
26,HENDRY,9999,DISTRICT RECORD,"6,906",*,*,,
26,HENDRY,0020,LABELLE MIDDLE SCHOOL,728,550,57,,
26,HENDRY,0061,CLEWISTON MIDDLE SCHOOL,700,535,46,,
26,HENDRY,0151,LABELLE ELEMENTARY SCHOOL,532,445,20,,
26,HENDRY,0161,WESTSIDE ELEMENTARY SCHOOL,560,437,21,,
26,HENDRY,0162,EASTSIDE ELEMENTARY SCHOOL,566,467,17,,
26,HENDRY,0171,CENTRAL ELEMENTARY SCHOOL,574,498,16,,
26,HENDRY,0181,LABELLE HIGH SCHOOL,"1,029",685,70,,
26,HENDRY,0191,COUNTRY OAKS ELEMENTARY SCHOOL,781,652,38,,
26,HENDRY,0192,EDWARD A. UPTHEGROVE ELEM.,443,319,27,,
26,HENDRY,0201,CLEWISTON HIGH SCHOOL,870,597,31,,
26,HENDRY,0301,CLEWISTON YOUTH DEVE. ACADEMY,58,46,,,
26,HENDRY,0401,LABELLE YOUTH DEVE. ACADEMY,47,38,*,,
26,HENDRY,5201,COUNTY WIDE EXCEPT STUDENT ED.,18,*,,,
27,HERNANDO,9999,DISTRICT RECORD,*,"12,211","1,850",,
27,HERNANDO,0051,HERNANDO HIGH SCHOOL,"1,292",637,103,,
27,HERNANDO,0052,BROOKSVILLE ELEMENTARY SCHOOL,788,529,41,,
27,HERNANDO,0161,WESTSIDE ELEMENTARY SCHOOL,580,439,40,,
27,HERNANDO,0171,EASTSIDE ELEMENTARY SCHOOL,444,346,21,,
27,HERNANDO,0181,FRANK W. SPRINGSTEAD HIGH SCHO,"1,637",691,168,,
27,HERNANDO,0202,FOX CHAPEL MIDDLE SCHOOL,646,467,41,,
27,HERNANDO,0211,SPRING HILL ELEMENTARY SCHOOL,666,448,54,,
27,HERNANDO,0221,POWELL MIDDLE SCHOOL,824,421,77,,
27,HERNANDO,0231,JOHN FLOYD K-8 SCHOOL ENVIRONM,"1,019",571,109,,
27,HERNANDO,0241,D. S. PARROTT MIDDLE SCHOOL,789,509,60,,
27,HERNANDO,0251,CENTRAL HIGH SCHOOL,"1,172",622,121,,
27,HERNANDO,0252,PINE GROVE ELEMENTARY SCHOOL,590,411,58,,
27,HERNANDO,0253,WEST HERNANDO MIDDLE SCHOOL,745,471,65,,
27,HERNANDO,0261,DELTONA ELEMENTARY SCHOOL,843,675,40,,
27,HERNANDO,0271,MOTON ELEMENTARY SCHOOL,625,484,27,,
27,HERNANDO,0321,SUNCOAST ELEMENTARY SCHOOL,889,482,79,,
27,HERNANDO,0331,ENDEAVOR ACADEMY,65,51,*,,
27,HERNANDO,0332,HERNANDO COUNTY JAIL,18,10,*,,
27,HERNANDO,0341,CHOCACHATTI ELEMENTARY SCHOOL,833,291,80,,
27,HERNANDO,0351,NATURE COAST TECHNICAL HIGH,"1,296",516,124,,
27,HERNANDO,0371,CHALLENGER K-8 SCHOOL OF SCIEN,"1,590",423,120,,
27,HERNANDO,0381,EXPLORER K-8,"1,768","1,180",162,,
27,HERNANDO,0391,WEEKI WACHEE HIGH SCHOOL,"1,414",754,123,,
27,HERNANDO,0392,WINDING WATERS K-8,"1,197",679,94,,
27,HERNANDO,4422,GULF COAST ACAD OF SCIENCE,116,27,16,,
27,HERNANDO,4442,GULF COAST MIDDLE SCHOOL,108,44,11,,
27,HERNANDO,4461,BROOKSVILLE ENGINEERING SCIENC,74,33,*,,
27,HERNANDO,7001,HERNANDO VIRTUAL INSTRUCTION P,*,,,,
27,HERNANDO,7004,HERNANDO ESCHOOL VIRTUAL FRANC,18,,,,
27,HERNANDO,7023,HERNANDO VIRTUAL INSTRUCTION,20,,*,,
28,HIGHLANDS,9999,DISTRICT RECORD,*,"7,958",*,,
28,HIGHLANDS,0011,THE KINDERGARTEN LEARNING CENT,364,263,14,,
28,HIGHLANDS,0015,MEMORIAL ELEMENTARY SCHOOL,581,450,37,,
28,HIGHLANDS,0021,SEBRING MIDDLE SCHOOL,722,435,51,,
28,HIGHLANDS,0031,LAKE COUNTRY ELEMENTARY SCHOOL,582,449,27,,
28,HIGHLANDS,0041,LAKE PLACID MIDDLE SCHOOL,620,399,55,,
28,HIGHLANDS,0051,WOODLAWN ELEMENTARY SCHOOL,554,401,28,,
28,HIGHLANDS,0061,PARK ELEMENTARY SCHOOL,590,444,34,,
28,HIGHLANDS,0071,CRACKER TRAIL ELEM. SCHOOL,642,324,28,,
28,HIGHLANDS,0081,FRED WILD ELEMENTARY SCHOOL,538,457,23,,
28,HIGHLANDS,0091,HILL-GUSTAT MIDDLE SCHOOL,712,438,69,,
28,HIGHLANDS,0101,AVON ELEMENTARY SCHOOL,549,416,36,,
28,HIGHLANDS,0111,AVON PARK MIDDLE SCHOOL,689,518,45,,
28,HIGHLANDS,0211,LAKE PLACID ELEMENTARY SCHOOL,859,611,52,,
28,HIGHLANDS,0221,SEBRING HIGH SCHOOL,"1,645",831,139,,
28,HIGHLANDS,0231,AVON PARK HIGH SCHOOL,953,599,77,,
28,HIGHLANDS,0251,LAKE PLACID HIGH SCHOOL,774,420,65,,
28,HIGHLANDS,0291,SUN 'N LAKE ELEMENTARY SCHOOL,753,475,58,,
28,HIGHLANDS,7001,HIGHLANDS VIRTUAL INSTRUCTION,26,*,,,
28,HIGHLANDS,9005,HIGHLANDS COUNTY SCHOOLS JAIL,*,*,,,
28,HIGHLANDS,9006,HIGHLANDS COUNTY HOSPITAL/HOME,14,*,*,,
28,HIGHLANDS,9007,THE ACADEMY AT YOUTH CARE LANE,10,*,,,
28,HIGHLANDS,9008,NON-ENROLLED PK EXCEPTIONAL ED,15,*,,,
29,HILLSBOROUGH,9999,DISTRICT RECORD,*,"108,664","13,383",,
29,HILLSBOROUGH,0041,ADAMS MIDDLE SCHOOL,"1,110",801,102,,
29,HILLSBOROUGH,0042,FOREST HILLS ELEMENTARY SCHOOL,963,830,54,,
29,HILLSBOROUGH,0043,SPOTO HIGH SCHOOL,"1,354",840,157,,
29,HILLSBOROUGH,0051,SHEEHY ELEMENTARY SCHOOL,446,419,13,,
29,HILLSBOROUGH,0052,GIUNTA MIDDLE SCHOOL,983,771,72,,
29,HILLSBOROUGH,0054,CORR ELEMENTARY SCHOOL,698,480,44,,
29,HILLSBOROUGH,0055,SHIELDS MIDDLE SCHOOL,"1,463","1,138",109,,
29,HILLSBOROUGH,0056,DAVIS ELEMENTARY SCHOOL,787,642,57,,
29,HILLSBOROUGH,0059,FISHHAWK CREEK ELEMENTARY SCHO,999,84,35,,
29,HILLSBOROUGH,0060,MACFARLANE PARK ELEMENTARY MAG,362,121,20,,
29,HILLSBOROUGH,0063,CARVER EXCEPTIONAL CENTER,83,69,*,,
29,HILLSBOROUGH,0065,COLLINS ELEMENTARY SCHOOL,"1,003",310,80,,
29,HILLSBOROUGH,0069,TURNER ELEMENTARY SCHOOL,"1,124",229,49,,
29,HILLSBOROUGH,0070,FROST ELEMENTARY SCHOOL,782,584,67,,
29,HILLSBOROUGH,0072,DOBY ELEMENTARY SCHOOL,824,324,82,,
29,HILLSBOROUGH,0073,LENNARD HIGH SCHOOL,"1,915","1,237",171,,
29,HILLSBOROUGH,0074,SERGEANT PAUL R SMITH MIDDLE S,948,515,107,,
29,HILLSBOROUGH,0081,ALEXANDER ELEMENTARY SCHOOL,616,536,30,,
29,HILLSBOROUGH,0082,PIERCE MIDDLE SCHOOL,"1,054",911,80,,
29,HILLSBOROUGH,0084,SUMMERFIELD CROSSINGS ELEMENTA,870,427,98,,
29,HILLSBOROUGH,0085,STOWERS ELEMENTARY SCHOOL,869,184,43,,
29,HILLSBOROUGH,0086,BARRINGTON MIDDLE SCHOOL,"1,198",397,75,,
29,HILLSBOROUGH,0089,STEINBRENNER HIGH SCHOOL,"2,247",361,103,,
29,HILLSBOROUGH,0092,BAILEY ELEMENTARY,716,469,47,,
29,HILLSBOROUGH,0093,STRAWBERRY CREST HIGH SCHOOL,"2,152",887,143,,
29,HILLSBOROUGH,0100,DEER PARK ELEMENTARY,948,183,31,,
29,HILLSBOROUGH,0102,HAMMOND ELEMENTARY SCHOOL,723,125,28,,
29,HILLSBOROUGH,0103,BARTELS MIDDLE SCHOOL,846,369,48,,
29,HILLSBOROUGH,0110,REDDICK ELEMENTARY SCHOOL,774,707,34,,
29,HILLSBOROUGH,0119,MOSI PARTNERSHIP ELEMENTARY,239,218,13,,
29,HILLSBOROUGH,0120,KIMBELL ELEMENTARY,553,512,19,,
29,HILLSBOROUGH,0121,ANDERSON ELEMENTARY SCHOOL,351,174,44,,
29,HILLSBOROUGH,0122,USF/PATEL PARTNERSHIP ELEMENTA,205,133,19,,
29,HILLSBOROUGH,0123,METROPOLITAN MINISTRIES PARTNE,67,67,,,
